基金代码,基金名称,基金类型,限购额度情况,狭义海外AI占比,扩展海外AI占比,广义离岸AI占比,匹配持仓数,核心持仓摘要
024148,长城恒生科技指数(QDII)A,指数型-海外股票,开放申购；起购10元；日累计无限额；数据日05-22,0.00%,0.00%,31.05%,5,小米集团-W 7.49%; 腾讯控股 7.28%; 阿里巴巴-W 6.59%; 中芯国际 6.07%; 百度集团-SW 3.62%
024149,长城恒生科技指数(QDII)C,指数型-海外股票,开放申购；起购10元；日累计无限额；数据日05-22,0.00%,0.00%,31.05%,5,小米集团-W 7.49%; 腾讯控股 7.28%; 阿里巴巴-W 6.59%; 中芯国际 6.07%; 百度集团-SW 3.62%
024159,大成港股通机遇混合A,混合型-偏股,开放申购；起购10元；日累计无限额；数据日05-25,0.00%,0.00%,14.82%,3,腾讯控股 6.34%; 中芯国际 4.32%; 阿里巴巴-W 4.16%
024160,大成港股通机遇混合C,混合型-偏股,开放申购；起购10元；日累计无限额；数据日05-25,0.00%,0.00%,14.82%,3,腾讯控股 6.34%; 中芯国际 4.32%; 阿里巴巴-W 4.16%
024166,西部利得恒生科技指数(QDII)A,指数型-海外股票,开放申购；起购10元；日累计无限额；数据日05-25,0.00%,0.00%,32.26%,5,小米集团-W 7.92%; 腾讯控股 7.47%; 阿里巴巴-W 6.98%; 中芯国际 6.13%; 百度集团-SW 3.76%
024167,西部利得恒生科技指数(QDII)C,指数型-海外股票,开放申购；起购10元；日累计无限额；数据日05-25,0.00%,0.00%,32.26%,5,小米集团-W 7.92%; 腾讯控股 7.47%; 阿里巴巴-W 6.98%; 中芯国际 6.13%; 百度集团-SW 3.76%
024169,信澳先进智造股票型C,股票型,开放申购；起购10元；日累计无限额；数据日05-25,0.00%,0.00%,6.13%,1,华虹半导体 6.13%
024215,华安优势领航混合C,混合型-偏股,开放申购；起购0元；日累计0元；数据日05-25,0.00%,0.00%,4.23%,1,腾讯控股 4.23%
024214,华安优势领航混合A,混合型-偏股,开放申购；起购0元；日累计0元；数据日05-25,0.00%,0.00%,4.23%,1,腾讯控股 4.23%
024265,天弘价值驱动混合D,混合型-偏股,开放申购；起购0.01元；日累计0元；数据日05-25,0.00%,0.00%,4.19%,1,腾讯控股 4.19%
024296,华夏6个月持有债券A,债券型-混合二级,开放申购；起购10元；日累计无限额；数据日05-25,0.00%,0.00%,0.32%,1,阿里巴巴-W 0.32%
024297,华夏6个月持有债券C,债券型-混合二级,开放申购；起购10元；日累计无限额；数据日05-25,0.00%,0.00%,0.32%,1,阿里巴巴-W 0.32%
024318,前海开源研究驱动混合C,混合型-偏股,开放申购；起购10元；日累计无限额；数据日05-25,0.00%,0.00%,4.78%,1,阿里巴巴-W 4.78%
024317,前海开源研究驱动混合A,混合型-偏股,开放申购；起购10元；日累计无限额；数据日05-25,0.00%,0.00%,4.78%,1,阿里巴巴-W 4.78%
024356,国泰启明回报混合,混合型-偏股,开放申购；起购10元；日累计0元；数据日05-25,0.00%,0.00%,1.93%,1,阿里巴巴-W 1.93%
024366,华富华证沪深港汽车制造主题指数型发起式C,指数型-股票,开放申购；起购10元；日累计无限额；数据日05-25,0.00%,0.00%,7.39%,1,小米集团-W 7.39%
024365,华富华证沪深港汽车制造主题指数型发起式A,指数型-股票,开放申购；起购10元；日累计无限额；数据日05-25,0.00%,0.00%,7.39%,1,小米集团-W 7.39%
