基金代码,基金名称,基金类型,证券代码,证券名称,标准名称,主题,占净值比例,持仓市值(万元),持股数(万股),原始重复行数
011399,汇添富数字未来混合A,混合型-偏股,06869,长飞光纤光缆,长飞光纤光缆,光芯片/光通信,4.73%,32598.73,201.75,1
011400,汇添富数字未来混合C,混合型-偏股,06869,长飞光纤光缆,长飞光纤光缆,光芯片/光通信,4.73%,32598.73,201.75,1
011412,易方达远见成长混合C,混合型-偏股,06869,长飞光纤光缆,长飞光纤光缆,光芯片/光通信,9.82%,51317.76,317.6,1
011420,广发全球科技三个月定开混合(QDII)人民币A,QDII-混合偏股,TSM,台积电,台积电ADR,电芯片/核心半导体,9.10%,,3.3,1
011421,广发全球科技三个月定开混合(QDII)美元A,QDII-混合偏股,TSM,台积电,台积电ADR,电芯片/核心半导体,9.10%,,3.3,1
011422,广发全球科技三个月定开混合(QDII)人民币C,QDII-混合偏股,TSM,台积电,台积电ADR,电芯片/核心半导体,9.10%,,3.3,1
011423,广发全球科技三个月定开混合(QDII)美元C,QDII-混合偏股,TSM,台积电,台积电ADR,电芯片/核心半导体,9.10%,,3.3,1
011450,招商企业优选混合A,混合型-偏股,06869,长飞光纤光缆,长飞光纤光缆,光芯片/光通信,7.90%,4653.5,28.8,1
011451,招商企业优选混合C,混合型-偏股,06869,长飞光纤光缆,长飞光纤光缆,光芯片/光通信,7.90%,4653.5,28.8,1
011452,华泰柏瑞质量成长C,混合型-偏股,06869,长飞光纤光缆,长飞光纤光缆,光芯片/光通信,8.46%,77328.88,478.58,1
011506,建信高端装备股票A,股票型,06869,长飞光纤光缆,长飞光纤光缆,光芯片/光通信,2.77%,1381.51,8.55,1
011507,建信高端装备股票C,股票型,06869,长飞光纤光缆,长飞光纤光缆,光芯片/光通信,2.77%,1381.51,8.55,1
011521,鹏扬景源一年持有混合A,混合型-偏债,06869,长飞光纤光缆,长飞光纤光缆,光芯片/光通信,0.30%,48.47,0.3,1
011522,鹏扬景源一年持有混合C,混合型-偏债,06869,长飞光纤光缆,长飞光纤光缆,光芯片/光通信,0.30%,48.47,0.3,1
011531,朱雀恒心一年持有混合,混合型-偏股,00981,中芯国际,中芯国际H,电芯片/核心半导体,8.89%,22644.66,505.85,1
011599,国联安匠心科技1个月滚动持有混合,混合型-偏股,01347,华虹半导体,华虹半导体,电芯片/核心半导体,6.39%,365.11,5.33,1
011637,广发沪港深价值成长混合A,混合型-偏股,00981,中芯国际,中芯国际H,电芯片/核心半导体,2.77%,1530.98,34.2,1
011638,广发沪港深价值成长混合C,混合型-偏股,00981,中芯国际,中芯国际H,电芯片/核心半导体,2.77%,1530.98,34.2,1
011649,易方达逆向投资混合A,混合型-偏股,00981,中芯国际,中芯国际H,电芯片/核心半导体,2.13%,1092.28,24.4,1
011650,易方达逆向投资混合C,混合型-偏股,00981,中芯国际,中芯国际H,电芯片/核心半导体,2.13%,1092.28,24.4,1
011681,汇添富均衡精选六个月持有混合A,混合型-偏股,06869,长飞光纤光缆,长飞光纤光缆,光芯片/光通信,5.44%,581.69,3.6,1
011681,汇添富均衡精选六个月持有混合A,混合型-偏股,01347,华虹半导体,华虹半导体,电芯片/核心半导体,2.63%,281.1,4.1,1
011682,汇添富均衡精选六个月持有混合C,混合型-偏股,06869,长飞光纤光缆,长飞光纤光缆,光芯片/光通信,5.44%,581.69,3.6,1
011682,汇添富均衡精选六个月持有混合C,混合型-偏股,01347,华虹半导体,华虹半导体,电芯片/核心半导体,2.63%,281.1,4.1,1
011706,长信标普100等权重指数美元,指数型-海外股票,LITE,Lumentum Holdings Inc,Lumentum,光芯片/光通信,0.72%,,0.12,1
011706,长信标普100等权重指数美元,指数型-海外股票,SNDK,闪迪,闪迪,存储,0.96%,,0.18,1
011706,长信标普100等权重指数美元,指数型-海外股票,MU,美光科技,美光科技,存储,0.63%,,0.23,1
011706,长信标普100等权重指数美元,指数型-海外股票,AMD,超威半导体,超威半导体,电芯片/核心半导体,0.56%,,0.33,1
011724,东方红启恒三年持有混合B,混合型-偏股,00981,中芯国际,中芯国际H,电芯片/核心半导体,3.54%,20737.65,463.25,1
011800,申万菱信价值精选混合A,混合型-偏股,06869,长飞光纤光缆,长飞光纤光缆,光芯片/光通信,4.91%,121.18,0.75,1
011803,景顺长城宁景6个月持有混合A,混合型-偏债,00981,中芯国际,中芯国际H,电芯片/核心半导体,0.87%,6056.78,135.3,1
011804,景顺长城宁景6个月持有混合C,混合型-偏债,00981,中芯国际,中芯国际H,电芯片/核心半导体,0.87%,6056.78,135.3,1
011805,嘉实优质核心两年持有混合A,混合型-偏股,01347,华虹半导体,华虹半导体,电芯片/核心半导体,3.97%,2125.39,31.0,1
011806,嘉实优质核心两年持有混合C,混合型-偏股,01347,华虹半导体,华虹半导体,电芯片/核心半导体,3.97%,2125.39,31.0,1
011828,平安睿享成长混合A,混合型-偏股,06869,长飞光纤光缆,长飞光纤光缆,光芯片/光通信,7.73%,1139.14,7.05,1
011829,平安睿享成长混合C,混合型-偏股,06869,长飞光纤光缆,长飞光纤光缆,光芯片/光通信,7.73%,1139.14,7.05,1
011841,嘉实兴锐优选一年持有混合A,混合型-偏股,00981,中芯国际,中芯国际H,电芯片/核心半导体,2.21%,1398.92,31.25,1
011842,嘉实兴锐优选一年持有混合C,混合型-偏股,00981,中芯国际,中芯国际H,电芯片/核心半导体,2.21%,1398.92,31.25,1
011891,易方达先锋成长混合A,混合型-偏股,06869,长飞光纤光缆,长飞光纤光缆,光芯片/光通信,9.81%,43279.16,267.85,1
011892,易方达先锋成长混合C,混合型-偏股,06869,长飞光纤光缆,长飞光纤光缆,光芯片/光通信,9.81%,43279.16,267.85,1
011897,长城悦享回报债券A,债券型-混合二级,00981,中芯国际,中芯国际H,电芯片/核心半导体,0.59%,154.44,3.45,1
011898,长城悦享回报债券C,债券型-混合二级,00981,中芯国际,中芯国际H,电芯片/核心半导体,0.59%,154.44,3.45,1
011908,广发沪港深价值精选混合A,混合型-偏股,00981,中芯国际,中芯国际H,电芯片/核心半导体,4.47%,2309.9,51.6,1
011909,广发沪港深价值精选混合C,混合型-偏股,00981,中芯国际,中芯国际H,电芯片/核心半导体,4.47%,2309.9,51.6,1
011913,华夏永泓一年持有混合A,混合型-偏债,00981,中芯国际,中芯国际H,电芯片/核心半导体,0.63%,201.45,4.5,1
011914,华夏永泓一年持有混合C,混合型-偏债,00981,中芯国际,中芯国际H,电芯片/核心半导体,0.63%,201.45,4.5,1
011924,嘉实港股互联网产业核心资产A,混合型-偏股,06869,长飞光纤光缆,长飞光纤光缆,光芯片/光通信,3.43%,6770.2,41.9,1
011924,嘉实港股互联网产业核心资产A,混合型-偏股,01347,华虹半导体,华虹半导体,电芯片/核心半导体,4.21%,8302.75,121.1,1
011925,嘉实港股互联网产业核心资产C,混合型-偏股,06869,长飞光纤光缆,长飞光纤光缆,光芯片/光通信,3.43%,6770.2,41.9,1
011925,嘉实港股互联网产业核心资产C,混合型-偏股,01347,华虹半导体,华虹半导体,电芯片/核心半导体,4.21%,8302.75,121.1,1
011975,广发均衡回报混合A,混合型-平衡,06869,长飞光纤光缆,长飞光纤光缆,光芯片/光通信,1.12%,597.85,3.7,1
011976,广发均衡回报混合C,混合型-平衡,06869,长飞光纤光缆,长飞光纤光缆,光芯片/光通信,1.12%,597.85,3.7,1
012014,工银聚润6个月持有混合A,混合型-偏债,00981,中芯国际,中芯国际H,电芯片/核心半导体,0.99%,761.01,17.0,1
012015,工银聚润6个月持有混合C,混合型-偏债,00981,中芯国际,中芯国际H,电芯片/核心半导体,0.99%,761.01,17.0,1
012033,广发睿盛混合A,混合型-偏股,06869,长飞光纤光缆,长飞光纤光缆,光芯片/光通信,8.36%,1316.88,8.15,1
012034,广发睿盛混合C,混合型-偏股,06869,长飞光纤光缆,长飞光纤光缆,光芯片/光通信,8.36%,1316.88,8.15,1
012064,圆信永丰兴诺一年持有期混合,混合型-灵活,00981,中芯国际,中芯国际H,电芯片/核心半导体,8.03%,7420.28,165.76,1
012064,圆信永丰兴诺一年持有期混合,混合型-灵活,01347,华虹半导体,华虹半导体,电芯片/核心半导体,2.57%,2372.21,34.6,1
012073,华安均衡优选混合A,混合型-偏股,06869,长飞光纤光缆,长飞光纤光缆,光芯片/光通信,3.08%,1017.95,6.3,1
012074,华安均衡优选混合C,混合型-偏股,06869,长飞光纤光缆,长飞光纤光缆,光芯片/光通信,3.08%,1017.95,6.3,1
012096,鑫元鑫动力混合A,混合型-偏股,00981,中芯国际,中芯国际H,电芯片/核心半导体,6.72%,1893.58,42.3,1
012097,鑫元鑫动力混合C,混合型-偏股,00981,中芯国际,中芯国际H,电芯片/核心半导体,6.72%,1893.58,42.3,1
012098,华夏成长机会一年持有混合,混合型-偏股,06869,长飞光纤光缆,长飞光纤光缆,光芯片/光通信,3.77%,2068.22,12.8,1
012111,鹏华安颐混合A,混合型-偏债,00981,中芯国际,中芯国际H,电芯片/核心半导体,0.04%,0.64,0.01,1
012112,鹏华安颐混合C,混合型-偏债,00981,中芯国际,中芯国际H,电芯片/核心半导体,0.04%,0.64,0.01,1
012123,招商金安成长严选混合,混合型-偏股,06869,长飞光纤光缆,长飞光纤光缆,光芯片/光通信,4.22%,3910.23,24.2,1
012130,景顺长城先进智造混合A,混合型-偏股,06869,长飞光纤光缆,长飞光纤光缆,光芯片/光通信,3.06%,3587.07,22.2,1
012130,景顺长城先进智造混合A,混合型-偏股,00981,中芯国际,中芯国际H,电芯片/核心半导体,4.50%,5271.15,117.75,1
012131,景顺长城先进智造混合C,混合型-偏股,06869,长飞光纤光缆,长飞光纤光缆,光芯片/光通信,3.06%,3587.07,22.2,1
012131,景顺长城先进智造混合C,混合型-偏股,00981,中芯国际,中芯国际H,电芯片/核心半导体,4.50%,5271.15,117.75,1
012150,诺德价值发现一年持有混合,混合型-偏股,00981,中芯国际,中芯国际H,电芯片/核心半导体,5.89%,2302.94,51.44,1
012157,汇添富上证50基本面增强指数A,指数型-股票,00981,中芯国际,中芯国际H,电芯片/核心半导体,3.55%,105.2,2.35,1
012158,汇添富上证50基本面增强指数C,指数型-股票,00981,中芯国际,中芯国际H,电芯片/核心半导体,3.55%,105.2,2.35,1
012170,华夏永顺一年持有混合A,混合型-偏债,00981,中芯国际,中芯国际H,电芯片/核心半导体,1.06%,129.82,2.9,1
012171,华夏永顺一年持有混合C,混合型-偏债,00981,中芯国际,中芯国际H,电芯片/核心半导体,1.06%,129.82,2.9,1
012198,国金核心资产一年持有A,混合型-偏股,01347,华虹半导体,华虹半导体,电芯片/核心半导体,6.31%,342.81,5.0,1
012198,国金核心资产一年持有A,混合型-偏股,00981,中芯国际,中芯国际H,电芯片/核心半导体,4.04%,219.35,4.9,1
012199,国金核心资产一年持有C,混合型-偏股,01347,华虹半导体,华虹半导体,电芯片/核心半导体,6.31%,342.81,5.0,1
012199,国金核心资产一年持有C,混合型-偏股,00981,中芯国际,中芯国际H,电芯片/核心半导体,4.04%,219.35,4.9,1
012208,华夏港股前沿经济混合(QDII)A,QDII-混合偏股,00981,中芯国际,中芯国际H,电芯片/核心半导体,6.02%,,89.6,1
012209,华夏港股前沿经济混合(QDII)C,QDII-混合偏股,00981,中芯国际,中芯国际H,电芯片/核心半导体,6.02%,,89.6,1
012301,易方达核心智造混合,混合型-偏股,06869,长飞光纤光缆,长飞光纤光缆,光芯片/光通信,5.42%,9533.21,59.0,1
012314,南方行业领先混合,混合型-偏股,06869,长飞光纤光缆,长飞光纤光缆,光芯片/光通信,3.81%,4532.31,28.05,1
012346,易方达港股通成长混合A,混合型-偏股,06869,长飞光纤光缆,长飞光纤光缆,光芯片/光通信,4.77%,7513.46,46.5,1
012347,易方达港股通成长混合C,混合型-偏股,06869,长飞光纤光缆,长飞光纤光缆,光芯片/光通信,4.77%,7513.46,46.5,1
012379,创金合信港股互联网3个月持有期混合(QDII)A,QDII-混合偏股,00981,中芯国际,中芯国际H,电芯片/核心半导体,6.77%,,38.45,1
012380,创金合信港股互联网3个月持有期混合(QDII)C,QDII-混合偏股,00981,中芯国际,中芯国际H,电芯片/核心半导体,6.77%,,38.45,1
012382,宏利新兴景气龙头混合A,混合型-偏股,06869,长飞光纤光缆,长飞光纤光缆,光芯片/光通信,5.71%,6067.32,37.55,1
012383,宏利新兴景气龙头混合C,混合型-偏股,06869,长飞光纤光缆,长飞光纤光缆,光芯片/光通信,5.71%,6067.32,37.55,1
012426,南方价值臻选混合A,混合型-灵活,06869,长飞光纤光缆,长飞光纤光缆,光芯片/光通信,0.78%,185.82,1.15,1
012427,南方价值臻选混合C,混合型-灵活,06869,长飞光纤光缆,长飞光纤光缆,光芯片/光通信,0.78%,185.82,1.15,1
012439,东方红睿和三年持有混合C,混合型-偏股,00981,中芯国际,中芯国际H,电芯片/核心半导体,3.57%,4877.69,108.95,1
012454,淳厚鑫悦混合A,混合型-偏股,06869,长飞光纤光缆,长飞光纤光缆,光芯片/光通信,5.60%,460.5,2.85,1
012455,淳厚鑫悦混合C,混合型-偏股,06869,长飞光纤光缆,长飞光纤光缆,光芯片/光通信,5.60%,460.5,2.85,1
012456,鹏扬数字经济先锋混合A,混合型-偏股,06869,长飞光纤光缆,长飞光纤光缆,光芯片/光通信,4.54%,1809.69,11.2,1
012457,鹏扬数字经济先锋混合C,混合型-偏股,06869,长飞光纤光缆,长飞光纤光缆,光芯片/光通信,4.54%,1809.69,11.2,1
012477,富国匠心精选12个月持有混合A,混合型-偏股,06869,长飞光纤光缆,长飞光纤光缆,光芯片/光通信,3.39%,1640.04,10.15,1
012478,富国匠心精选12个月持有混合C,混合型-偏股,06869,长飞光纤光缆,长飞光纤光缆,光芯片/光通信,3.39%,1640.04,10.15,1
012502,银华安盛混合,混合型-偏股,00981,中芯国际,中芯国际H,电芯片/核心半导体,6.10%,3659.58,81.75,1
012510,国富优质企业一年持有期混合A,混合型-偏股,00981,中芯国际,中芯国际H,电芯片/核心半导体,5.06%,1432.5,32.0,1
012511,国富优质企业一年持有期混合C,混合型-偏股,00981,中芯国际,中芯国际H,电芯片/核心半导体,5.06%,1432.5,32.0,1
012525,融通稳信增益6个月持有期混合C,混合型-偏债,06869,长飞光纤光缆,长飞光纤光缆,光芯片/光通信,5.02%,1494.61,9.25,1
012570,建信恒生科技指数发起(QDII)A,指数型-海外股票,00981,中芯国际,中芯国际H,电芯片/核心半导体,6.02%,,289.1,1
012571,建信恒生科技指数发起(QDII)C,指数型-海外股票,00981,中芯国际,中芯国际H,电芯片/核心半导体,6.02%,,289.1,1
012584,南方中国新兴经济9个月持有期混合(QDII)A,QDII-混合偏股,06869,长飞光纤光缆,长飞光纤光缆,光芯片/光通信,4.26%,,23.3,1
012585,南方中国新兴经济9个月持有期混合(QDII)C,QDII-混合偏股,06869,长飞光纤光缆,长飞光纤光缆,光芯片/光通信,4.26%,,23.3,1
012586,南方港股创新视野一年持有混合A,混合型-灵活,06869,长飞光纤光缆,长飞光纤光缆,光芯片/光通信,9.71%,1551.17,9.6,1
012586,南方港股创新视野一年持有混合A,混合型-灵活,01347,华虹半导体,华虹半导体,电芯片/核心半导体,4.46%,713.04,10.4,1
012587,南方港股创新视野一年持有混合C,混合型-灵活,06869,长飞光纤光缆,长飞光纤光缆,光芯片/光通信,9.71%,1551.17,9.6,1
012587,南方港股创新视野一年持有混合C,混合型-灵活,01347,华虹半导体,华虹半导体,电芯片/核心半导体,4.46%,713.04,10.4,1
012588,南方港股通优势企业混合A,混合型-偏股,00981,中芯国际,中芯国际H,电芯片/核心半导体,2.94%,5416.63,121.0,1
012589,南方港股通优势企业混合C,混合型-偏股,00981,中芯国际,中芯国际H,电芯片/核心半导体,2.94%,5416.63,121.0,1
012613,创金合信产业智选混合A,混合型-偏股,00981,中芯国际,中芯国际H,电芯片/核心半导体,6.61%,8579.32,191.65,1
012614,创金合信产业智选混合C,混合型-偏股,00981,中芯国际,中芯国际H,电芯片/核心半导体,6.61%,8579.32,191.65,1
012647,中欧洞见一年持有混合,混合型-偏股,01415,高伟电子,高伟电子,光芯片/光通信,5.46%,4749.68,207.5,1
012650,博时半导体主题混合A,混合型-偏股,01347,华虹半导体,华虹半导体,电芯片/核心半导体,8.20%,11346.86,165.5,1
012650,博时半导体主题混合A,混合型-偏股,00981,中芯国际,中芯国际H,电芯片/核心半导体,5.73%,7932.46,177.2,1
012651,博时半导体主题混合C,混合型-偏股,01347,华虹半导体,华虹半导体,电芯片/核心半导体,8.20%,11346.86,165.5,1
012651,博时半导体主题混合C,混合型-偏股,00981,中芯国际,中芯国际H,电芯片/核心半导体,5.73%,7932.46,177.2,1
012696,同泰数字经济股票A,股票型,06869,长飞光纤光缆,长飞光纤光缆,光芯片/光通信,2.94%,929.08,5.75,1
012697,同泰数字经济股票C,股票型,06869,长飞光纤光缆,长飞光纤光缆,光芯片/光通信,2.94%,929.08,5.75,1
012704,中银兴利稳健回报灵活配置混合A,混合型-灵活,00981,中芯国际,中芯国际H,电芯片/核心半导体,1.22%,232.78,5.2,1
012705,中银兴利稳健回报灵活配置混合C,混合型-灵活,00981,中芯国际,中芯国际H,电芯片/核心半导体,1.22%,232.78,5.2,1
012706,中银核心精选混合A,混合型-偏股,01347,华虹半导体,华虹半导体,电芯片/核心半导体,2.72%,397.65,5.8,1
012706,中银核心精选混合A,混合型-偏股,00981,中芯国际,中芯国际H,电芯片/核心半导体,2.58%,378.27,8.45,1
012707,中银核心精选混合C,混合型-偏股,01347,华虹半导体,华虹半导体,电芯片/核心半导体,2.72%,397.65,5.8,1
012707,中银核心精选混合C,混合型-偏股,00981,中芯国际,中芯国际H,电芯片/核心半导体,2.58%,378.27,8.45,1
012746,富国双利增强债券A,债券型-混合二级,00981,中芯国际,中芯国际H,电芯片/核心半导体,0.20%,1343.1,30.0,1
012747,富国双利增强债券C,债券型-混合二级,00981,中芯国际,中芯国际H,电芯片/核心半导体,0.20%,1343.1,30.0,1
012751,建信纳斯达克100指数(QDII)A美元现汇,指数型-海外股票,NVDA,英伟达,英伟达,电芯片/核心半导体,8.29%,,18.03,1
012751,建信纳斯达克100指数(QDII)A美元现汇,指数型-海外股票,AVGO,博通,博通,电芯片/核心半导体,2.86%,,3.5,1
012752,建信纳斯达克100指数(QDII)C人民币,指数型-海外股票,NVDA,英伟达,英伟达,电芯片/核心半导体,8.29%,,18.03,1
012752,建信纳斯达克100指数(QDII)C人民币,指数型-海外股票,AVGO,博通,博通,电芯片/核心半导体,2.86%,,3.5,1
012753,建信纳斯达克100指数(QDII)C美元现汇,指数型-海外股票,NVDA,英伟达,英伟达,电芯片/核心半导体,8.29%,,18.03,1
012753,建信纳斯达克100指数(QDII)C美元现汇,指数型-海外股票,AVGO,博通,博通,电芯片/核心半导体,2.86%,,3.5,1
012779,博时移动互联主题混合A,混合型-偏股,01347,华虹半导体,华虹半导体,电芯片/核心半导体,4.03%,164.55,2.4,1
012779,博时移动互联主题混合A,混合型-偏股,00981,中芯国际,中芯国际H,电芯片/核心半导体,3.89%,158.92,3.55,1
012780,博时移动互联主题混合C,混合型-偏股,01347,华虹半导体,华虹半导体,电芯片/核心半导体,4.03%,164.55,2.4,1
012780,博时移动互联主题混合C,混合型-偏股,00981,中芯国际,中芯国际H,电芯片/核心半导体,3.89%,158.92,3.55,1
012809,鹏华中证沪港深科技龙头指数(LOF)C,指数型-股票,00981,中芯国际,中芯国际H,电芯片/核心半导体,3.23%,192.49,4.3,1
012846,恒越蓝筹精选混合,混合型-偏股,00981,中芯国际,中芯国际H,电芯片/核心半导体,4.90%,1558.0,34.8,1
012860,易方达标普500指数人民币C,指数型-海外股票,NVDA,英伟达,英伟达,电芯片/核心半导体,6.60%,,8.68,1
012860,易方达标普500指数人民币C,指数型-海外股票,AVGO,博通,博通,电芯片/核心半导体,2.29%,,1.7,1
012861,易方达标普500指数美元汇C,指数型-海外股票,NVDA,英伟达,英伟达,电芯片/核心半导体,6.60%,,8.68,1
012861,易方达标普500指数美元汇C,指数型-海外股票,AVGO,博通,博通,电芯片/核心半导体,2.29%,,1.7,1
012868,易方达标普信息科技指数(QDII-LOF)C(人民币),指数型-海外股票,MU,美光科技,美光科技,存储,1.81%,,2.67,1
012868,易方达标普信息科技指数(QDII-LOF)C(人民币),指数型-海外股票,NVDA,英伟达,英伟达,电芯片/核心半导体,20.16%,,57.71,1
012868,易方达标普信息科技指数(QDII-LOF)C(人民币),指数型-海外股票,AVGO,博通,博通,电芯片/核心半导体,6.98%,,11.26,1
012868,易方达标普信息科技指数(QDII-LOF)C(人民币),指数型-海外股票,AMD,超威半导体,超威半导体,电芯片/核心半导体,1.58%,,3.87,1
012868,易方达标普信息科技指数(QDII-LOF)C(人民币),指数型-海外股票,AMAT,应用材料,应用材料,电芯片/核心半导体,1.29%,,1.89,1
012868,易方达标普信息科技指数(QDII-LOF)C(人民币),指数型-海外股票,LRCX,拉姆研究,拉姆研究,电芯片/核心半导体,1.27%,,2.97,1
012869,易方达标普信息科技指数(QDII-LOF)C(美元现汇),指数型-海外股票,MU,美光科技,美光科技,存储,1.81%,,2.67,1
012869,易方达标普信息科技指数(QDII-LOF)C(美元现汇),指数型-海外股票,NVDA,英伟达,英伟达,电芯片/核心半导体,20.16%,,57.71,1
012869,易方达标普信息科技指数(QDII-LOF)C(美元现汇),指数型-海外股票,AVGO,博通,博通,电芯片/核心半导体,6.98%,,11.26,1
012869,易方达标普信息科技指数(QDII-LOF)C(美元现汇),指数型-海外股票,AMD,超威半导体,超威半导体,电芯片/核心半导体,1.58%,,3.87,1
012869,易方达标普信息科技指数(QDII-LOF)C(美元现汇),指数型-海外股票,AMAT,应用材料,应用材料,电芯片/核心半导体,1.29%,,1.89,1
012869,易方达标普信息科技指数(QDII-LOF)C(美元现汇),指数型-海外股票,LRCX,拉姆研究,拉姆研究,电芯片/核心半导体,1.27%,,2.97,1
012884,华夏港股通精选股票发起式(LOF)C,股票型,00981,中芯国际,中芯国际H,电芯片/核心半导体,5.14%,631.19,14.1,1
012917,平安优势领航1年持有混合A,混合型-偏股,06869,长飞光纤光缆,长飞光纤光缆,光芯片/光通信,3.47%,1009.87,6.25,1
012918,平安优势领航1年持有混合C,混合型-偏股,06869,长飞光纤光缆,长飞光纤光缆,光芯片/光通信,3.47%,1009.87,6.25,1
012920,易方达全球成长精选混合(QDII)人民币A,QDII-混合偏股,AXTI,AXT Inc,AXT Inc,AXTI,4.67%,,116.75,1
012920,易方达全球成长精选混合(QDII)人民币A,QDII-混合偏股,LITE,Lumentum Holdings Inc,Lumentum,光芯片/光通信,8.68%,,17.62,1
012920,易方达全球成长精选混合(QDII)人民币A,QDII-混合偏股,GLW,康宁,康宁,光芯片/光通信,4.67%,,48.98,1
012920,易方达全球成长精选混合(QDII)人民币A,QDII-混合偏股,TSM,台积电,台积电ADR,电芯片/核心半导体,8.88%,,37.45,1
012921,易方达全球成长精选混合(QDII)美元现汇A,QDII-混合偏股,AXTI,AXT Inc,AXT Inc,AXTI,4.67%,,116.75,1
012921,易方达全球成长精选混合(QDII)美元现汇A,QDII-混合偏股,LITE,Lumentum Holdings Inc,Lumentum,光芯片/光通信,8.68%,,17.62,1
012921,易方达全球成长精选混合(QDII)美元现汇A,QDII-混合偏股,GLW,康宁,康宁,光芯片/光通信,4.67%,,48.98,1
012921,易方达全球成长精选混合(QDII)美元现汇A,QDII-混合偏股,TSM,台积电,台积电ADR,电芯片/核心半导体,8.88%,,37.45,1
012922,易方达全球成长精选混合(QDII)人民币C,QDII-混合偏股,AXTI,AXT Inc,AXT Inc,AXTI,4.67%,,116.75,1
012922,易方达全球成长精选混合(QDII)人民币C,QDII-混合偏股,LITE,Lumentum Holdings Inc,Lumentum,光芯片/光通信,8.68%,,17.62,1
012922,易方达全球成长精选混合(QDII)人民币C,QDII-混合偏股,GLW,康宁,康宁,光芯片/光通信,4.67%,,48.98,1
012922,易方达全球成长精选混合(QDII)人民币C,QDII-混合偏股,TSM,台积电,台积电ADR,电芯片/核心半导体,8.88%,,37.45,1
012923,易方达全球成长精选混合(QDII)美元现汇C,QDII-混合偏股,AXTI,AXT Inc,AXT Inc,AXTI,4.67%,,116.75,1
012923,易方达全球成长精选混合(QDII)美元现汇C,QDII-混合偏股,LITE,Lumentum Holdings Inc,Lumentum,光芯片/光通信,8.68%,,17.62,1
012923,易方达全球成长精选混合(QDII)美元现汇C,QDII-混合偏股,GLW,康宁,康宁,光芯片/光通信,4.67%,,48.98,1
012923,易方达全球成长精选混合(QDII)美元现汇C,QDII-混合偏股,TSM,台积电,台积电ADR,电芯片/核心半导体,8.88%,,37.45,1
012924,华夏新时代混合美元现汇(QDII),QDII-混合灵活,LITE,Lumentum Holdings Inc,Lumentum,光芯片/光通信,5.35%,,0.21,1
012924,华夏新时代混合美元现汇(QDII),QDII-混合灵活,COHR,Coherent Corp,Coherent,光芯片/光通信,2.82%,,0.32,1
012925,华夏新时代混合美元现钞(QDII),QDII-混合灵活,LITE,Lumentum Holdings Inc,Lumentum,光芯片/光通信,5.35%,,0.21,1
012925,华夏新时代混合美元现钞(QDII),QDII-混合灵活,COHR,Coherent Corp,Coherent,光芯片/光通信,2.82%,,0.32,1
012985,平安优势回报1年持有混合A,混合型-偏股,06869,长飞光纤光缆,长飞光纤光缆,光芯片/光通信,5.32%,2835.73,17.55,1
012986,平安优势回报1年持有混合C,混合型-偏股,06869,长飞光纤光缆,长飞光纤光缆,光芯片/光通信,5.32%,2835.73,17.55,1
012987,嘉合锦明混合A,混合型-偏股,00981,中芯国际,中芯国际H,电芯片/核心半导体,5.35%,1056.47,23.6,1
012988,嘉合锦明混合C,混合型-偏股,00981,中芯国际,中芯国际H,电芯片/核心半导体,5.35%,1056.47,23.6,1
013051,汇泉臻心致远混合A,混合型-偏股,00981,中芯国际,中芯国际H,电芯片/核心半导体,4.90%,396.18,8.85,1
013052,汇泉臻心致远混合C,混合型-偏股,00981,中芯国际,中芯国际H,电芯片/核心半导体,4.90%,396.18,8.85,1
013141,中信保诚弘远混合A,混合型-偏股,06869,长飞光纤光缆,长飞光纤光缆,光芯片/光通信,2.94%,1906.64,11.8,1
013224,浦银安盛港股通量化混合C,混合型-灵活,01347,华虹半导体,华虹半导体,电芯片/核心半导体,6.33%,212.54,3.1,1
013224,浦银安盛港股通量化混合C,混合型-灵活,00981,中芯国际,中芯国际H,电芯片/核心半导体,5.03%,168.77,3.77,1
013323,国寿安保盛泽三年持有混合A,混合型-偏股,06869,长飞光纤光缆,长飞光纤光缆,光芯片/光通信,3.23%,323.16,2.0,1
013324,国寿安保盛泽三年持有混合C,混合型-偏股,06869,长飞光纤光缆,长飞光纤光缆,光芯片/光通信,3.23%,323.16,2.0,1
013328,嘉实全球价值股票(QDII)人民币,QDII-普通股票,NVDA,英伟达,英伟达,电芯片/核心半导体,4.59%,,0.65,1
013328,嘉实全球价值股票(QDII)人民币,QDII-普通股票,TSM,台积电,台积电ADR,电芯片/核心半导体,2.18%,,0.16,1
013328,嘉实全球价值股票(QDII)人民币,QDII-普通股票,AVGO,博通,博通,电芯片/核心半导体,1.21%,,0.1,1
013329,嘉实全球价值股票(QDII)美元现汇,QDII-普通股票,NVDA,英伟达,英伟达,电芯片/核心半导体,4.59%,,0.65,1
013329,嘉实全球价值股票(QDII)美元现汇,QDII-普通股票,TSM,台积电,台积电ADR,电芯片/核心半导体,2.18%,,0.16,1
013329,嘉实全球价值股票(QDII)美元现汇,QDII-普通股票,AVGO,博通,博通,电芯片/核心半导体,1.21%,,0.1,1
013363,大成中国优势混合(QDII)A,QDII-混合偏股,00981,中芯国际,中芯国际H,电芯片/核心半导体,6.69%,,3.6,1
013364,大成中国优势混合(QDII)C,QDII-混合偏股,00981,中芯国际,中芯国际H,电芯片/核心半导体,6.69%,,3.6,1
