基金代码,基金名称,基金类型,证券代码,证券名称,标准名称,主题,占净值比例,持仓市值(万元),持股数(万股),原始重复行数
000041,华夏全球股票(QDII)(人民币),QDII-普通股票,LITE,Lumentum Holdings Inc,Lumentum,光芯片/光通信,1.56%,,0.83,1
000041,华夏全球股票(QDII)(人民币),QDII-普通股票,MU,美光科技,美光科技,存储,1.77%,,1.94,1
000041,华夏全球股票(QDII)(人民币),QDII-普通股票,NVDA,英伟达,英伟达,电芯片/核心半导体,3.34%,,7.11,1
000041,华夏全球股票(QDII)(人民币),QDII-普通股票,TSM,台积电,台积电ADR,电芯片/核心半导体,2.68%,,2.95,1
000041,华夏全球股票(QDII)(人民币),QDII-普通股票,AVGO,博通,博通,电芯片/核心半导体,2.17%,,2.6,1
000043,嘉实美国成长股票人民币,QDII-普通股票,NVDA,英伟达,英伟达,电芯片/核心半导体,9.97%,,36.7,1
000043,嘉实美国成长股票人民币,QDII-普通股票,AVGO,博通,博通,电芯片/核心半导体,4.86%,,10.07,1
000043,嘉实美国成长股票人民币,QDII-普通股票,TSM,台积电,台积电ADR,电芯片/核心半导体,1.82%,,3.46,1
000044,嘉实美国成长股票美元现汇,QDII-普通股票,NVDA,英伟达,英伟达,电芯片/核心半导体,9.97%,,36.7,1
000044,嘉实美国成长股票美元现汇,QDII-普通股票,AVGO,博通,博通,电芯片/核心半导体,4.86%,,10.07,1
000044,嘉实美国成长股票美元现汇,QDII-普通股票,TSM,台积电,台积电ADR,电芯片/核心半导体,1.82%,,3.46,1
000906,广发全球精选股票(QDII)美元A,QDII-普通股票,SNDK,闪迪,闪迪,存储,3.54%,,12.12,1
000906,广发全球精选股票(QDII)美元A,QDII-普通股票,MU,美光科技,美光科技,存储,3.26%,,20.93,1
000906,广发全球精选股票(QDII)美元A,QDII-普通股票,ASML,阿斯麦,阿斯麦,电芯片/核心半导体,5.21%,,8.57,1
000906,广发全球精选股票(QDII)美元A,QDII-普通股票,NVDA,英伟达,英伟达,电芯片/核心半导体,4.47%,,55.67,1
000906,广发全球精选股票(QDII)美元A,QDII-普通股票,LRCX,拉姆研究,拉姆研究,电芯片/核心半导体,4.01%,,40.72,1
000906,广发全球精选股票(QDII)美元A,QDII-普通股票,AVGO,博通,博通,电芯片/核心半导体,3.27%,,22.94,1
000927,博时大中华亚太精选美元现汇,QDII-普通股票,2330,台积电,台积电,电芯片/核心半导体,7.43%,,3.5,1
000927,博时大中华亚太精选美元现汇,QDII-普通股票,2454,联发科,联发科,电芯片/核心半导体,3.95%,,2.2,1
000934,国富大中华精选混合,QDII-混合偏股,01415,高伟电子,高伟电子,光芯片/光通信,1.84%,,160.5,1
000934,国富大中华精选混合,QDII-混合偏股,2330,台积电,台积电,电芯片/核心半导体,2.25%,,11.8,1
000934,国富大中华精选混合,QDII-混合偏股,TSM,台积电,台积电ADR,电芯片/核心半导体,2.11%,,1.8,1
000948,华夏沪港通恒生ETF联接A,指数型-股票,00981,中芯国际,中芯国际H,电芯片/核心半导体,0.00%,2.24,0.05,1
000988,嘉实全球互联网股票人民币,QDII-普通股票,NVDA,英伟达,英伟达,电芯片/核心半导体,3.26%,,1.9,1
000989,嘉实全球互联网股票美元现汇,QDII-普通股票,NVDA,英伟达,英伟达,电芯片/核心半导体,3.26%,,1.9,1
000990,嘉实全球互联网股票美元现钞,QDII-普通股票,NVDA,英伟达,英伟达,电芯片/核心半导体,3.26%,,1.9,1
001048,富国新兴产业股票A,股票型,06869,长飞光纤光缆,长飞光纤光缆,光芯片/光通信,6.47%,56334.81,348.65,1
001215,博时沪港深优质企业基金A,混合型-灵活,00981,中芯国际,中芯国际H,电芯片/核心半导体,8.04%,1383.26,30.9,1
001581,华安沪港深通精选灵活配置混合A,混合型-灵活,06869,长飞光纤光缆,长飞光纤光缆,光芯片/光通信,3.66%,581.69,3.6,1
001668,汇添富全球移动互联混合(QDII)人民币A,QDII-混合灵活,MU,美光科技,美光科技,存储,2.21%,,1.86,1
001668,汇添富全球移动互联混合(QDII)人民币A,QDII-混合灵活,NVDA,英伟达,英伟达,电芯片/核心半导体,8.96%,,14.58,1
001668,汇添富全球移动互联混合(QDII)人民币A,QDII-混合灵活,AVGO,博通,博通,电芯片/核心半导体,3.89%,,3.57,1
001668,汇添富全球移动互联混合(QDII)人民币A,QDII-混合灵活,TSM,台积电,台积电ADR,电芯片/核心半导体,3.34%,,2.81,1
001691,南方香港成长灵活配置混合,QDII-混合灵活,06869,长飞光纤光缆,长飞光纤光缆,光芯片/光通信,6.60%,,57.8,1
001764,广发沪港深新机遇股票,股票型,06869,长飞光纤光缆,长飞光纤光缆,光芯片/光通信,10.79%,6495.51,40.2,1
001811,中欧明睿新常态混合A,混合型-偏股,06869,长飞光纤光缆,长飞光纤光缆,光芯片/光通信,3.77%,19389.58,120.0,1
001877,宝盈国家安全沪港深股票A,股票型,01347,华虹半导体,华虹半导体,电芯片/核心半导体,4.31%,3286.63,47.94,1
001980,中欧量化驱动混合A,混合型-偏股,01347,华虹半导体,华虹半导体,电芯片/核心半导体,0.29%,205.68,3.0,1
002121,广发沪港深新起点股票A,股票型,06869,长飞光纤光缆,长飞光纤光缆,光芯片/光通信,6.30%,21086.17,130.5,1
002121,广发沪港深新起点股票A,股票型,01347,华虹半导体,华虹半导体,电芯片/核心半导体,4.49%,15042.3,219.4,1
002214,中海沪港深价值优选混合A,混合型-灵活,06869,长飞光纤光缆,长飞光纤光缆,光芯片/光通信,3.32%,153.5,0.95,1
002214,中海沪港深价值优选混合A,混合型-灵活,00981,中芯国际,中芯国际H,电芯片/核心半导体,5.87%,271.27,6.06,1
002214,中海沪港深价值优选混合A,混合型-灵活,01347,华虹半导体,华虹半导体,电芯片/核心半导体,5.07%,234.16,3.42,1
002230,华夏大中华混合(QDII),QDII-混合灵活,LITE,Lumentum Holdings Inc,Lumentum,光芯片/光通信,4.83%,,0.06,1
002230,华夏大中华混合(QDII),QDII-混合灵活,MU,美光科技,美光科技,存储,6.35%,,0.18,1
002230,华夏大中华混合(QDII),QDII-混合灵活,SNDK,闪迪,闪迪,存储,4.43%,,0.07,1
002230,华夏大中华混合(QDII),QDII-混合灵活,TSM,台积电,台积电ADR,电芯片/核心半导体,7.96%,,0.22,1
002230,华夏大中华混合(QDII),QDII-混合灵活,NVDA,英伟达,英伟达,电芯片/核心半导体,7.30%,,0.39,1
002387,工银沪港深股票A,股票型,00981,中芯国际,中芯国际H,电芯片/核心半导体,5.15%,3187.45,71.2,1
002555,博时沪港深优质企业基金C,混合型-灵活,00981,中芯国际,中芯国际H,电芯片/核心半导体,8.04%,1383.26,30.9,1
002685,中欧丰泓沪港深混合A,混合型-灵活,01347,华虹半导体,华虹半导体,电芯片/核心半导体,6.83%,7541.72,110.0,1
002686,中欧丰泓沪港深混合C,混合型-灵活,01347,华虹半导体,华虹半导体,电芯片/核心半导体,6.83%,7541.72,110.0,1
002891,华夏移动互联混合人民币,QDII-混合灵活,COHR,Coherent Corp,Coherent,光芯片/光通信,7.54%,,3.06,1
002891,华夏移动互联混合人民币,QDII-混合灵活,LITE,Lumentum Holdings Inc,Lumentum,光芯片/光通信,5.79%,,0.8,1
002891,华夏移动互联混合人民币,QDII-混合灵活,GLW,康宁,康宁,光芯片/光通信,5.12%,,3.64,1
002891,华夏移动互联混合人民币,QDII-混合灵活,SNDK,闪迪,闪迪,存储,7.13%,,1.09,1
002891,华夏移动互联混合人民币,QDII-混合灵活,MU,美光科技,美光科技,存储,6.58%,,1.88,1
002891,华夏移动互联混合人民币,QDII-混合灵活,NVDA,英伟达,英伟达,电芯片/核心半导体,4.11%,,2.28,1
002891,华夏移动互联混合人民币,QDII-混合灵活,INTC,英特尔,英特尔,电芯片/核心半导体,3.45%,,7.56,1
002892,华夏移动互联混合美元现汇,QDII-混合灵活,COHR,Coherent Corp,Coherent,光芯片/光通信,7.54%,,3.06,1
002892,华夏移动互联混合美元现汇,QDII-混合灵活,LITE,Lumentum Holdings Inc,Lumentum,光芯片/光通信,5.79%,,0.8,1
002892,华夏移动互联混合美元现汇,QDII-混合灵活,GLW,康宁,康宁,光芯片/光通信,5.12%,,3.64,1
002892,华夏移动互联混合美元现汇,QDII-混合灵活,SNDK,闪迪,闪迪,存储,7.13%,,1.09,1
002892,华夏移动互联混合美元现汇,QDII-混合灵活,MU,美光科技,美光科技,存储,6.58%,,1.88,1
002892,华夏移动互联混合美元现汇,QDII-混合灵活,NVDA,英伟达,英伟达,电芯片/核心半导体,4.11%,,2.28,1
002892,华夏移动互联混合美元现汇,QDII-混合灵活,INTC,英特尔,英特尔,电芯片/核心半导体,3.45%,,7.56,1
002893,华夏移动互联混合美元现钞,QDII-混合灵活,COHR,Coherent Corp,Coherent,光芯片/光通信,7.54%,,3.06,1
002893,华夏移动互联混合美元现钞,QDII-混合灵活,LITE,Lumentum Holdings Inc,Lumentum,光芯片/光通信,5.79%,,0.8,1
002893,华夏移动互联混合美元现钞,QDII-混合灵活,GLW,康宁,康宁,光芯片/光通信,5.12%,,3.64,1
002893,华夏移动互联混合美元现钞,QDII-混合灵活,SNDK,闪迪,闪迪,存储,7.13%,,1.09,1
002893,华夏移动互联混合美元现钞,QDII-混合灵活,MU,美光科技,美光科技,存储,6.58%,,1.88,1
002893,华夏移动互联混合美元现钞,QDII-混合灵活,NVDA,英伟达,英伟达,电芯片/核心半导体,4.11%,,2.28,1
002893,华夏移动互联混合美元现钞,QDII-混合灵活,INTC,英特尔,英特尔,电芯片/核心半导体,3.45%,,7.56,1
003243,摩根中国世纪混合(QDII)人民币,QDII-混合灵活,06869,长飞光纤光缆,长飞光纤光缆,光芯片/光通信,6.70%,,4.76,1
003244,摩根中国世纪混合(QDII)美元现钞,QDII-混合灵活,06869,长飞光纤光缆,长飞光纤光缆,光芯片/光通信,6.70%,,4.76,1
003245,摩根中国世纪混合(QDII)美元现汇,QDII-混合灵活,06869,长飞光纤光缆,长飞光纤光缆,光芯片/光通信,6.70%,,4.76,1
003718,易方达标普500指数美元汇A,指数型-海外股票,NVDA,英伟达,英伟达,电芯片/核心半导体,6.60%,,8.68,1
003718,易方达标普500指数美元汇A,指数型-海外股票,AVGO,博通,博通,电芯片/核心半导体,2.29%,,1.7,1
003721,易方达标普信息科技指数(QDII-LOF)A(美元现汇),指数型-海外股票,MU,美光科技,美光科技,存储,1.81%,,2.67,1
003721,易方达标普信息科技指数(QDII-LOF)A(美元现汇),指数型-海外股票,NVDA,英伟达,英伟达,电芯片/核心半导体,20.16%,,57.71,1
003721,易方达标普信息科技指数(QDII-LOF)A(美元现汇),指数型-海外股票,AVGO,博通,博通,电芯片/核心半导体,6.98%,,11.26,1
003721,易方达标普信息科技指数(QDII-LOF)A(美元现汇),指数型-海外股票,AMD,超威半导体,超威半导体,电芯片/核心半导体,1.58%,,3.87,1
003721,易方达标普信息科技指数(QDII-LOF)A(美元现汇),指数型-海外股票,AMAT,应用材料,应用材料,电芯片/核心半导体,1.29%,,1.89,1
003721,易方达标普信息科技指数(QDII-LOF)A(美元现汇),指数型-海外股票,LRCX,拉姆研究,拉姆研究,电芯片/核心半导体,1.27%,,2.97,1
004091,博时沪港深价值优选A,混合型-灵活,00981,中芯国际,中芯国际H,电芯片/核心半导体,3.68%,196.97,4.4,1
004092,博时沪港深价值优选C,混合型-灵活,00981,中芯国际,中芯国际H,电芯片/核心半导体,3.68%,196.97,4.4,1
004263,华安沪港深机会灵活配置混合,混合型-灵活,00981,中芯国际,中芯国际H,电芯片/核心半导体,5.02%,6108.26,136.45,1
004292,鹏华沪深港互联网股票,股票型,01347,华虹半导体,华虹半导体,电芯片/核心半导体,8.32%,705.28,10.29,1
004292,鹏华沪深港互联网股票,股票型,00981,中芯国际,中芯国际H,电芯片/核心半导体,5.82%,492.86,11.01,1
004616,中欧电子信息产业沪港深股票A,股票型,06869,长飞光纤光缆,长飞光纤光缆,光芯片/光通信,4.03%,10858.17,67.2,1
004616,中欧电子信息产业沪港深股票A,股票型,00981,中芯国际,中芯国际H,电芯片/核心半导体,4.11%,11068.29,247.25,1
004934,圆信永丰消费升级,混合型-灵活,00981,中芯国际,中芯国际H,电芯片/核心半导体,6.19%,980.7,21.91,1
004958,圆信永丰优享生活,混合型-灵活,00981,中芯国际,中芯国际H,电芯片/核心半导体,2.99%,774.44,17.3,1
004996,广发恒生中型股指数C,指数型-股票,01347,华虹半导体,华虹半导体,电芯片/核心半导体,1.55%,75.42,1.1,1
005119,银华智荟内在价值灵活配置混合发起A,混合型-灵活,01347,华虹半导体,华虹半导体,电芯片/核心半导体,3.20%,665.04,9.7,1
005142,国联沪港深大消费主题A,混合型-灵活,00981,中芯国际,中芯国际H,电芯片/核心半导体,4.44%,1432.5,32.0,1
005143,国联沪港深大消费主题C,混合型-灵活,00981,中芯国际,中芯国际H,电芯片/核心半导体,4.44%,1432.5,32.0,1
005197,工银沪港深精选混合A,混合型-灵活,06869,长飞光纤光缆,长飞光纤光缆,光芯片/光通信,3.86%,1510.77,9.35,1
005198,工银沪港深精选混合C,混合型-灵活,06869,长飞光纤光缆,长飞光纤光缆,光芯片/光通信,3.86%,1510.77,9.35,1
005207,南方高端装备混合C,混合型-偏股,01347,华虹半导体,华虹半导体,电芯片/核心半导体,5.31%,5142.08,75.0,1
005207,南方高端装备混合C,混合型-偏股,00981,中芯国际,中芯国际H,电芯片/核心半导体,3.39%,3283.55,73.35,1
005228,汇添富港股通专注成长,混合型-偏股,00981,中芯国际,中芯国际H,电芯片/核心半导体,2.92%,691.63,15.45,1
005250,银华估值优势混合,混合型-偏股,01347,华虹半导体,华虹半导体,电芯片/核心半导体,4.89%,493.64,7.2,1
005250,银华估值优势混合,混合型-偏股,00981,中芯国际,中芯国际H,电芯片/核心半导体,4.17%,420.8,9.4,1
005255,浦银安盛港股通量化混合A,混合型-灵活,01347,华虹半导体,华虹半导体,电芯片/核心半导体,6.33%,212.54,3.1,1
005255,浦银安盛港股通量化混合A,混合型-灵活,00981,中芯国际,中芯国际H,电芯片/核心半导体,5.03%,168.77,3.77,1
005534,华夏新时代混合人民币(QDII),QDII-混合灵活,LITE,Lumentum Holdings Inc,Lumentum,光芯片/光通信,5.35%,,0.21,1
005534,华夏新时代混合人民币(QDII),QDII-混合灵活,COHR,Coherent Corp,Coherent,光芯片/光通信,2.82%,,0.32,1
005543,银华心诚灵活配置混合A,混合型-灵活,00981,中芯国际,中芯国际H,电芯片/核心半导体,7.79%,6204.1,138.59,1
005543,银华心诚灵活配置混合A,混合型-灵活,01347,华虹半导体,华虹半导体,电芯片/核心半导体,4.76%,3791.43,55.3,1
005683,国寿安保华兴灵活配置混合,混合型-灵活,06869,长飞光纤光缆,长飞光纤光缆,光芯片/光通信,2.57%,80.79,0.5,1
005698,华夏全球科技先锋混合(QDII)A(人民币),QDII-混合偏股,LITE,Lumentum Holdings Inc,Lumentum,光芯片/光通信,4.72%,,4.56,1
005698,华夏全球科技先锋混合(QDII)A(人民币),QDII-混合偏股,COHR,Coherent Corp,Coherent,光芯片/光通信,4.59%,,13.08,1
005698,华夏全球科技先锋混合(QDII)A(人民币),QDII-混合偏股,GLW,康宁,康宁,光芯片/光通信,4.15%,,20.71,1
005698,华夏全球科技先锋混合(QDII)A(人民币),QDII-混合偏股,SNDK,闪迪,闪迪,存储,2.66%,,2.84,1
005698,华夏全球科技先锋混合(QDII)A(人民币),QDII-混合偏股,MU,美光科技,美光科技,存储,2.30%,,4.61,1
005698,华夏全球科技先锋混合(QDII)A(人民币),QDII-混合偏股,TSM,台积电,台积电ADR,电芯片/核心半导体,4.87%,,9.77,1
005701,摩根香港精选港股通混合A,混合型-偏股,06869,长飞光纤光缆,长飞光纤光缆,光芯片/光通信,6.86%,501.46,3.1,1
005734,华夏沪港通恒生ETF联接C,指数型-股票,00981,中芯国际,中芯国际H,电芯片/核心半导体,0.00%,2.24,0.05,1
005741,南方君信混合A,混合型-灵活,06869,长飞光纤光缆,长飞光纤光缆,光芯片/光通信,0.82%,735.19,4.55,1
005742,南方成安优选混合,混合型-灵活,06869,长飞光纤光缆,长飞光纤光缆,光芯片/光通信,3.81%,1769.3,10.95,1
005763,中欧电子信息产业沪港深股票C,股票型,06869,长飞光纤光缆,长飞光纤光缆,光芯片/光通信,4.03%,10858.17,67.2,1
005763,中欧电子信息产业沪港深股票C,股票型,00981,中芯国际,中芯国际H,电芯片/核心半导体,4.11%,11068.29,247.25,1
005765,中欧明睿新常态混合C,混合型-偏股,06869,长飞光纤光缆,长飞光纤光缆,光芯片/光通信,3.77%,19389.58,120.0,1
005794,银华心怡灵活配置混合A,混合型-灵活,00981,中芯国际,中芯国际H,电芯片/核心半导体,8.03%,25451.46,568.55,1
005794,银华心怡灵活配置混合A,混合型-灵活,01347,华虹半导体,华虹半导体,电芯片/核心半导体,5.23%,16598.63,242.1,1
005802,汇添富智能制造股票A,股票型,00981,中芯国际,中芯国际H,电芯片/核心半导体,8.28%,22752.1,508.25,1
005875,易方达中盘成长混合,混合型-偏股,06869,长飞光纤光缆,长飞光纤光缆,光芯片/光通信,3.93%,17781.86,110.05,1
005886,华夏鼎沛债券A,债券型-混合二级,06869,长飞光纤光缆,长飞光纤光缆,光芯片/光通信,0.83%,96.95,0.6,1
005887,华夏鼎沛债券C,债券型-混合二级,06869,长飞光纤光缆,长飞光纤光缆,光芯片/光通信,0.83%,96.95,0.6,1
006257,信澳先进智造股票型A,股票型,01347,华虹半导体,华虹半导体,电芯片/核心半导体,6.13%,3968.55,57.88,1
006263,易方达香港小型股指数C,指数型-海外股票,06869,长飞光纤光缆,长飞光纤光缆,光芯片/光通信,6.30%,,2.5,1
006282,摩根欧洲动力策略股票(QDII)A,QDII-普通股票,ASML,阿斯麦控股公司,阿斯麦,电芯片/核心半导体,4.27%,,0.39,1
006348,银华盛利混合发起式A,混合型-偏股,00981,中芯国际,中芯国际H,电芯片/核心半导体,3.54%,400.65,8.95,1
006370,国富大中华精选混合美元,QDII-混合偏股,01415,高伟电子,高伟电子,光芯片/光通信,1.84%,,160.5,1
006370,国富大中华精选混合美元,QDII-混合偏股,2330,台积电,台积电,电芯片/核心半导体,2.25%,,11.8,1
006370,国富大中华精选混合美元,QDII-混合偏股,TSM,台积电,台积电ADR,电芯片/核心半导体,2.11%,,1.8,1
006373,国富全球科技互联混合(QDII)人民币A,QDII-混合偏股,GLW,康宁,康宁,光芯片/光通信,6.79%,,29.88,1
006373,国富全球科技互联混合(QDII)人民币A,QDII-混合偏股,MU,美光科技,美光科技,存储,7.69%,,13.62,1
006373,国富全球科技互联混合(QDII)人民币A,QDII-混合偏股,TSM,台积电,台积电ADR,电芯片/核心半导体,7.03%,,12.45,1
006373,国富全球科技互联混合(QDII)人民币A,QDII-混合偏股,LRCX,拉姆研究,拉姆研究,电芯片/核心半导体,7.02%,,19.67,1
006373,国富全球科技互联混合(QDII)人民币A,QDII-混合偏股,NVDA,英伟达,英伟达,电芯片/核心半导体,5.86%,,20.12,1
006373,国富全球科技互联混合(QDII)人民币A,QDII-混合偏股,INTC,英特尔,英特尔,电芯片/核心半导体,3.16%,,42.88,1
006374,国富全球科技互联混合(QDII)美元现汇A,QDII-混合偏股,GLW,康宁,康宁,光芯片/光通信,6.79%,,29.88,1
006374,国富全球科技互联混合(QDII)美元现汇A,QDII-混合偏股,MU,美光科技,美光科技,存储,7.69%,,13.62,1
006374,国富全球科技互联混合(QDII)美元现汇A,QDII-混合偏股,TSM,台积电,台积电ADR,电芯片/核心半导体,7.03%,,12.45,1
006374,国富全球科技互联混合(QDII)美元现汇A,QDII-混合偏股,LRCX,拉姆研究,拉姆研究,电芯片/核心半导体,7.02%,,19.67,1
006374,国富全球科技互联混合(QDII)美元现汇A,QDII-混合偏股,NVDA,英伟达,英伟达,电芯片/核心半导体,5.86%,,20.12,1
006374,国富全球科技互联混合(QDII)美元现汇A,QDII-混合偏股,INTC,英特尔,英特尔,电芯片/核心半导体,3.16%,,42.88,1
006426,汇添富全球移动互联混合(QDII)美元现汇,QDII-混合灵活,MU,美光科技,美光科技,存储,2.21%,,1.86,1
006426,汇添富全球移动互联混合(QDII)美元现汇,QDII-混合灵活,NVDA,英伟达,英伟达,电芯片/核心半导体,8.96%,,14.58,1
006426,汇添富全球移动互联混合(QDII)美元现汇,QDII-混合灵活,AVGO,博通,博通,电芯片/核心半导体,3.89%,,3.57,1
006426,汇添富全球移动互联混合(QDII)美元现汇,QDII-混合灵活,TSM,台积电,台积电ADR,电芯片/核心半导体,3.34%,,2.81,1
006477,中邮沪港深精选混合A,混合型-偏股,00981,中芯国际,中芯国际H,电芯片/核心半导体,7.61%,268.59,6.0,1
006477,中邮沪港深精选混合A,混合型-偏股,01347,华虹半导体,华虹半导体,电芯片/核心半导体,2.72%,95.99,1.4,1
006537,恒生前海港股通精选混合,混合型-偏股,00981,中芯国际,中芯国际H,电芯片/核心半导体,4.70%,226.09,5.05,1
006537,恒生前海港股通精选混合,混合型-偏股,01347,华虹半导体,华虹半导体,电芯片/核心半导体,2.99%,143.98,2.1,1
006555,浦银安盛全球智能科技(QDII)A,QDII-普通股票,LITE,Lumentum Holdings Inc,Lumentum,光芯片/光通信,8.22%,,5.08,1
006555,浦银安盛全球智能科技(QDII)A,QDII-普通股票,COHR,Coherent Corp,Coherent,光芯片/光通信,5.17%,,9.44,1
006555,浦银安盛全球智能科技(QDII)A,QDII-普通股票,MU,美光科技,美光科技,存储,5.13%,,6.6,1
006555,浦银安盛全球智能科技(QDII)A,QDII-普通股票,TSM,台积电,台积电ADR,电芯片/核心半导体,6.04%,,7.77,1
006555,浦银安盛全球智能科技(QDII)A,QDII-普通股票,INTC,英特尔,英特尔,电芯片/核心半导体,4.34%,,42.7,1
006555,浦银安盛全球智能科技(QDII)A,QDII-普通股票,ASML,阿斯麦,阿斯麦,电芯片/核心半导体,3.25%,,1.07,1
006614,嘉实港股通新经济指数C,指数型-股票,00981,中芯国际,中芯国际H,电芯片/核心半导体,4.04%,13187.94,294.6,1
006615,工银战略新兴产业混合A,混合型-偏股,06869,长飞光纤光缆,长飞光纤光缆,光芯片/光通信,3.57%,2043.99,12.65,1
006616,工银战略新兴产业混合C,混合型-偏股,06869,长飞光纤光缆,长飞光纤光缆,光芯片/光通信,3.57%,2043.99,12.65,1
006751,富国互联科技股票A,股票型,06869,长飞光纤光缆,长飞光纤光缆,光芯片/光通信,8.72%,35172.4,217.68,1
006768,华安沪港深优选混合,混合型-偏股,01347,华虹半导体,华虹半导体,电芯片/核心半导体,3.73%,178.26,2.6,1
006792,鹏华港美互联股票美元现汇,QDII-普通股票,SNDK,闪迪,闪迪,存储,8.57%,,0.55,1
006792,鹏华港美互联股票美元现汇,QDII-普通股票,MU,美光科技,美光科技,存储,7.49%,,0.91,1
006792,鹏华港美互联股票美元现汇,QDII-普通股票,TSM,台积电,台积电ADR,电芯片/核心半导体,9.09%,,1.1,1
006792,鹏华港美互联股票美元现汇,QDII-普通股票,NVDA,英伟达,英伟达,电芯片/核心半导体,9.05%,,2.13,1
006792,鹏华港美互联股票美元现汇,QDII-普通股票,AVGO,博通,博通,电芯片/核心半导体,3.49%,,0.46,1
006792,鹏华港美互联股票美元现汇,QDII-普通股票,ASML,阿斯麦,阿斯麦,电芯片/核心半导体,2.85%,,0.09,1
006923,前海开源沪港深非周期股票A,股票型,00981,中芯国际,中芯国际H,电芯片/核心半导体,4.34%,217.11,4.85,1
006924,前海开源沪港深非周期股票C,股票型,00981,中芯国际,中芯国际H,电芯片/核心半导体,4.34%,217.11,4.85,1
006952,中银景元回报混合,混合型-偏债,00981,中芯国际,中芯国际H,电芯片/核心半导体,0.72%,35.81,0.8,1
007066,浦银安盛先进制造混合A,混合型-偏股,01415,高伟电子,高伟电子,光芯片/光通信,4.56%,826.19,36.1,1
007066,浦银安盛先进制造混合A,混合型-偏股,00981,中芯国际,中芯国际H,电芯片/核心半导体,3.10%,561.81,12.55,1
007067,浦银安盛先进制造混合C,混合型-偏股,01415,高伟电子,高伟电子,光芯片/光通信,4.56%,826.19,36.1,1
007067,浦银安盛先进制造混合C,混合型-偏股,00981,中芯国际,中芯国际H,电芯片/核心半导体,3.10%,561.81,12.55,1
007132,长城港股通价值精选混合A,混合型-偏股,00981,中芯国际,中芯国际H,电芯片/核心半导体,8.64%,1298.2,29.0,1
007132,长城港股通价值精选混合A,混合型-偏股,01347,华虹半导体,华虹半导体,电芯片/核心半导体,4.56%,685.61,10.0,1
007182,万家沪港深蓝筹混合A,混合型-偏股,01347,华虹半导体,华虹半导体,电芯片/核心半导体,2.44%,342.81,5.0,1
007183,万家沪港深蓝筹混合C,混合型-偏股,01347,华虹半导体,华虹半导体,电芯片/核心半导体,2.44%,342.81,5.0,1
007272,景顺稳健养老目标三年混合(FOF)A,FOF-均衡型,06869,长飞光纤光缆,长飞光纤光缆,光芯片/光通信,0.10%,8.08,0.05,1
007318,中银民丰回报混合,混合型-偏债,00981,中芯国际,中芯国际H,电芯片/核心半导体,0.32%,33.57,0.75,1
007340,南方科技创新混合A,混合型-偏股,01347,华虹半导体,华虹半导体,电芯片/核心半导体,2.21%,2941.27,42.9,1
007341,南方科技创新混合C,混合型-偏股,01347,华虹半导体,华虹半导体,电芯片/核心半导体,2.21%,2941.27,42.9,1
007346,易方达科技创新混合A,混合型-偏股,06869,长飞光纤光缆,长飞光纤光缆,光芯片/光通信,4.01%,8709.15,53.9,1
007353,工银科技创新混合,混合型-偏股,00981,中芯国际,中芯国际H,电芯片/核心半导体,4.00%,1889.11,42.2,1
007490,南方信息创新混合A,混合型-偏股,01347,华虹半导体,华虹半导体,电芯片/核心半导体,3.85%,22714.28,331.3,1
007491,南方信息创新混合C,混合型-偏股,01347,华虹半导体,华虹半导体,电芯片/核心半导体,3.85%,22714.28,331.3,1
007493,朱雀产业臻选混合A,混合型-偏股,00981,中芯国际,中芯国际H,电芯片/核心半导体,8.86%,17935.32,400.65,1
007494,朱雀产业臻选混合C,混合型-偏股,00981,中芯国际,中芯国际H,电芯片/核心半导体,8.86%,17935.32,400.65,1
007512,工银沪港深股票C,股票型,00981,中芯国际,中芯国际H,电芯片/核心半导体,5.15%,3187.45,71.2,1
007660,招商和悦均衡养老三年持有混合(FOF)A,FOF-均衡型,00981,中芯国际,中芯国际H,电芯片/核心半导体,0.32%,69.39,1.55,1
007729,招商普盛全球配置(QDII)人民币A,QDII-混合灵活,SNDK,闪迪,闪迪,存储,0.59%,,0.07,1
007729,招商普盛全球配置(QDII)人民币A,QDII-混合灵活,MU,美光科技,美光科技,存储,0.34%,,0.07,1
007729,招商普盛全球配置(QDII)人民币A,QDII-混合灵活,ARM,Arm Holdings plc ADR,Arm Holdings,电芯片/核心半导体,0.35%,,0.17,1
007729,招商普盛全球配置(QDII)人民币A,QDII-混合灵活,AVGO,博通,博通,电芯片/核心半导体,0.35%,,0.08,1
007802,兴全合泰混合A,混合型-偏股,06869,长飞光纤光缆,长飞光纤光缆,光芯片/光通信,3.01%,12234.83,75.72,1
007803,兴全合泰混合C,混合型-偏股,06869,长飞光纤光缆,长飞光纤光缆,光芯片/光通信,3.01%,12234.83,75.72,1
007880,朱雀产业智选混合A,混合型-偏股,00981,中芯国际,中芯国际H,电芯片/核心半导体,4.56%,1013.94,22.65,1
007881,朱雀产业智选混合C,混合型-偏股,00981,中芯国际,中芯国际H,电芯片/核心半导体,4.56%,1013.94,22.65,1
007975,招商普盛全球配置(QDII-FOF)美元现汇,QDII-混合灵活,SNDK,闪迪,闪迪,存储,0.59%,,0.07,1
007975,招商普盛全球配置(QDII-FOF)美元现汇,QDII-混合灵活,MU,美光科技,美光科技,存储,0.34%,,0.07,1
