基金代码,基金名称,基金类型,AXTI占比,存储占比,光芯片/光通信占比,电芯片/核心半导体占比,合计占比,匹配持仓数,核心持仓摘要
020853,大成中证芯片产业指数发起式A,指数型-股票,0.00%,13.83%,0.00%,39.06%,52.89%,10,海光信息(电芯片/核心半导体) 7.27%; 北方华创(电芯片/核心半导体) 7.20%; 中芯国际(电芯片/核心半导体) 7.00%; 寒武纪(电芯片/核心半导体) 6.83%; 兆易创新(存储) 5.91%; 澜起科技(存储) 5.34%; 中微公司(电芯片/核心半导体) 5.00%; 豪威集团(电芯片/核心半导体) 2.99%; 芯原股份(电芯片/核心半导体) 2.77%; 佰维存储(存储) 2.58%
020854,大成中证芯片产业指数发起式C,指数型-股票,0.00%,13.83%,0.00%,39.06%,52.89%,10,海光信息(电芯片/核心半导体) 7.27%; 北方华创(电芯片/核心半导体) 7.20%; 中芯国际(电芯片/核心半导体) 7.00%; 寒武纪(电芯片/核心半导体) 6.83%; 兆易创新(存储) 5.91%; 澜起科技(存储) 5.34%; 中微公司(电芯片/核心半导体) 5.00%; 豪威集团(电芯片/核心半导体) 2.99%; 芯原股份(电芯片/核心半导体) 2.77%; 佰维存储(存储) 2.58%
010135,宏利高研发6个月持有混合A,混合型-偏股,0.00%,0.00%,0.00%,52.71%,52.71%,6,中微公司(电芯片/核心半导体) 9.70%; 北方华创(电芯片/核心半导体) 9.43%; 寒武纪(电芯片/核心半导体) 9.18%; 海光信息(电芯片/核心半导体) 8.85%; 中芯国际(电芯片/核心半导体) 8.24%; 华海清科(电芯片/核心半导体) 7.31%
010136,宏利高研发6个月持有混合C,混合型-偏股,0.00%,0.00%,0.00%,52.71%,52.71%,6,中微公司(电芯片/核心半导体) 9.70%; 北方华创(电芯片/核心半导体) 9.43%; 寒武纪(电芯片/核心半导体) 9.18%; 海光信息(电芯片/核心半导体) 8.85%; 中芯国际(电芯片/核心半导体) 8.24%; 华海清科(电芯片/核心半导体) 7.31%
012837,华安CES半导体芯片行业指数发起A,指数型-股票,0.00%,13.68%,0.00%,38.69%,52.37%,10,海光信息(电芯片/核心半导体) 7.20%; 北方华创(电芯片/核心半导体) 7.13%; 中芯国际(电芯片/核心半导体) 6.92%; 寒武纪(电芯片/核心半导体) 6.80%; 兆易创新(存储) 5.86%; 澜起科技(存储) 5.28%; 中微公司(电芯片/核心半导体) 4.94%; 豪威集团(电芯片/核心半导体) 2.96%; 芯原股份(电芯片/核心半导体) 2.74%; 佰维存储(存储) 2.54%
012838,华安CES半导体芯片行业指数发起C,指数型-股票,0.00%,13.68%,0.00%,38.69%,52.37%,10,海光信息(电芯片/核心半导体) 7.20%; 北方华创(电芯片/核心半导体) 7.13%; 中芯国际(电芯片/核心半导体) 6.92%; 寒武纪(电芯片/核心半导体) 6.80%; 兆易创新(存储) 5.86%; 澜起科技(存储) 5.28%; 中微公司(电芯片/核心半导体) 4.94%; 豪威集团(电芯片/核心半导体) 2.96%; 芯原股份(电芯片/核心半导体) 2.74%; 佰维存储(存储) 2.54%
588080,科创50ETF易方达,指数型-股票,0.00%,11.33%,0.00%,40.94%,52.27%,12,寒武纪(电芯片/核心半导体) 9.37%; 海光信息(电芯片/核心半导体) 8.84%; 中芯国际(电芯片/核心半导体) 8.50%; 澜起科技(存储) 6.49%; 中微公司(电芯片/核心半导体) 6.07%; 芯原股份(电芯片/核心半导体) 3.76%; 佰维存储(存储) 3.50%; 晶晨股份(电芯片/核心半导体) 1.35%; 晶合集成(存储) 1.34%; 华润微(电芯片/核心半导体) 1.19%
016632,华泰柏瑞行业优选6个月持有期混合A,混合型-偏股,0.00%,0.00%,52.22%,0.00%,52.22%,8,新易盛(光芯片/光通信) 8.90%; 源杰科技(光芯片/光通信) 8.85%; 中际旭创(光芯片/光通信) 8.64%; 德科立(光芯片/光通信) 8.41%; 仕佳光子(光芯片/光通信) 6.51%; 剑桥科技(光芯片/光通信) 4.04%; 天孚通信(光芯片/光通信) 3.63%; 长光华芯(光芯片/光通信) 3.24%
016653,华泰柏瑞行业优选6个月持有期混合C,混合型-偏股,0.00%,0.00%,52.22%,0.00%,52.22%,8,新易盛(光芯片/光通信) 8.90%; 源杰科技(光芯片/光通信) 8.85%; 中际旭创(光芯片/光通信) 8.64%; 德科立(光芯片/光通信) 8.41%; 仕佳光子(光芯片/光通信) 6.51%; 剑桥科技(光芯片/光通信) 4.04%; 天孚通信(光芯片/光通信) 3.63%; 长光华芯(光芯片/光通信) 3.24%
024070,上银中证半导体产业指数发起式C,指数型-股票,0.00%,0.00%,0.00%,51.69%,51.69%,6,中微公司(电芯片/核心半导体) 15.17%; 北方华创(电芯片/核心半导体) 13.23%; 寒武纪(电芯片/核心半导体) 6.57%; 海光信息(电芯片/核心半导体) 6.05%; 中芯国际(电芯片/核心半导体) 5.81%; 华海清科(电芯片/核心半导体) 4.86%
024069,上银中证半导体产业指数发起式A,指数型-股票,0.00%,0.00%,0.00%,51.69%,51.69%,6,中微公司(电芯片/核心半导体) 15.17%; 北方华创(电芯片/核心半导体) 13.23%; 寒武纪(电芯片/核心半导体) 6.57%; 海光信息(电芯片/核心半导体) 6.05%; 中芯国际(电芯片/核心半导体) 5.81%; 华海清科(电芯片/核心半导体) 4.86%
001198,东方惠新灵活配置混合A,混合型-灵活,0.00%,22.65%,0.00%,28.98%,51.63%,7,寒武纪(电芯片/核心半导体) 8.98%; 聚辰股份(存储) 7.94%; 北方华创(电芯片/核心半导体) 7.91%; 兆易创新(存储) 7.42%; 普冉股份(存储) 7.29%; 中微公司(电芯片/核心半导体) 6.25%; 华海清科(电芯片/核心半导体) 5.84%
002163,东方惠新灵活配置混合C,混合型-灵活,0.00%,22.65%,0.00%,28.98%,51.63%,7,寒武纪(电芯片/核心半导体) 8.98%; 聚辰股份(存储) 7.94%; 北方华创(电芯片/核心半导体) 7.91%; 兆易创新(存储) 7.42%; 普冉股份(存储) 7.29%; 中微公司(电芯片/核心半导体) 6.25%; 华海清科(电芯片/核心半导体) 5.84%
021511,宏利半导体产业混合发起C,混合型-偏股,0.00%,0.00%,0.00%,51.61%,51.61%,8,北方华创(电芯片/核心半导体) 8.71%; 海光信息(电芯片/核心半导体) 8.68%; 寒武纪(电芯片/核心半导体) 8.15%; 中微公司(电芯片/核心半导体) 6.43%; 中芯国际(电芯片/核心半导体) 6.08%; 晶晨股份(电芯片/核心半导体) 5.98%; 芯原股份(电芯片/核心半导体) 4.80%; 中芯国际(电芯片/核心半导体) 2.78%
021510,宏利半导体产业混合发起A,混合型-偏股,0.00%,0.00%,0.00%,51.61%,51.61%,8,北方华创(电芯片/核心半导体) 8.71%; 海光信息(电芯片/核心半导体) 8.68%; 寒武纪(电芯片/核心半导体) 8.15%; 中微公司(电芯片/核心半导体) 6.43%; 中芯国际(电芯片/核心半导体) 6.08%; 晶晨股份(电芯片/核心半导体) 5.98%; 芯原股份(电芯片/核心半导体) 4.80%; 中芯国际(电芯片/核心半导体) 2.78%
588770,科创信息ETF摩根,指数型-股票,0.00%,10.29%,2.90%,38.25%,51.44%,8,寒武纪(电芯片/核心半导体) 9.61%; 海光信息(电芯片/核心半导体) 9.45%; 中芯国际(电芯片/核心半导体) 9.09%; 澜起科技(存储) 6.94%; 中微公司(电芯片/核心半导体) 6.50%; 芯原股份(电芯片/核心半导体) 3.60%; 佰维存储(存储) 3.35%; 源杰科技(光芯片/光通信) 2.90%
016165,汇添富优势企业精选混合A,混合型-偏股,0.00%,0.00%,51.43%,0.00%,51.43%,9,源杰科技(光芯片/光通信) 7.07%; 中际旭创(光芯片/光通信) 6.97%; 新易盛(光芯片/光通信) 6.86%; 天孚通信(光芯片/光通信) 6.23%; 长飞光纤光缆(光芯片/光通信) 6.04%; 长芯博创(光芯片/光通信) 4.77%; 光库科技(光芯片/光通信) 4.57%; 德科立(光芯片/光通信) 4.50%; 仕佳光子(光芯片/光通信) 4.42%
016173,汇添富优势企业精选混合C,混合型-偏股,0.00%,0.00%,51.43%,0.00%,51.43%,9,源杰科技(光芯片/光通信) 7.07%; 中际旭创(光芯片/光通信) 6.97%; 新易盛(光芯片/光通信) 6.86%; 天孚通信(光芯片/光通信) 6.23%; 长飞光纤光缆(光芯片/光通信) 6.04%; 长芯博创(光芯片/光通信) 4.77%; 光库科技(光芯片/光通信) 4.57%; 德科立(光芯片/光通信) 4.50%; 仕佳光子(光芯片/光通信) 4.42%
021719,华泰紫金中证半导体产业指数型发起C,指数型-股票,0.00%,0.00%,0.00%,51.33%,51.33%,6,中微公司(电芯片/核心半导体) 14.89%; 北方华创(电芯片/核心半导体) 13.30%; 寒武纪(电芯片/核心半导体) 6.70%; 海光信息(电芯片/核心半导体) 6.13%; 中芯国际(电芯片/核心半导体) 5.68%; 华海清科(电芯片/核心半导体) 4.63%
021718,华泰紫金中证半导体产业指数型发起A,指数型-股票,0.00%,0.00%,0.00%,51.33%,51.33%,6,中微公司(电芯片/核心半导体) 14.89%; 北方华创(电芯片/核心半导体) 13.30%; 寒武纪(电芯片/核心半导体) 6.70%; 海光信息(电芯片/核心半导体) 6.13%; 中芯国际(电芯片/核心半导体) 5.68%; 华海清科(电芯片/核心半导体) 4.63%
588100,科创信息ETF嘉实,指数型-股票,0.00%,10.25%,2.92%,38.14%,51.31%,8,寒武纪(电芯片/核心半导体) 9.57%; 海光信息(电芯片/核心半导体) 9.43%; 中芯国际(电芯片/核心半导体) 9.07%; 澜起科技(存储) 6.92%; 中微公司(电芯片/核心半导体) 6.48%; 芯原股份(电芯片/核心半导体) 3.59%; 佰维存储(存储) 3.33%; 源杰科技(光芯片/光通信) 2.92%
020839,南方中证半导体产业指数发起A,指数型-股票,0.00%,0.00%,0.00%,51.15%,51.15%,6,中微公司(电芯片/核心半导体) 15.07%; 北方华创(电芯片/核心半导体) 13.12%; 寒武纪(电芯片/核心半导体) 6.35%; 海光信息(电芯片/核心半导体) 6.00%; 中芯国际(电芯片/核心半导体) 5.77%; 华海清科(电芯片/核心半导体) 4.84%
020840,南方中证半导体产业指数发起C,指数型-股票,0.00%,0.00%,0.00%,51.15%,51.15%,6,中微公司(电芯片/核心半导体) 15.07%; 北方华创(电芯片/核心半导体) 13.12%; 寒武纪(电芯片/核心半导体) 6.35%; 海光信息(电芯片/核心半导体) 6.00%; 中芯国际(电芯片/核心半导体) 5.77%; 华海清科(电芯片/核心半导体) 4.84%
008528,华泰柏瑞质量成长A,混合型-偏股,0.00%,0.00%,50.89%,0.00%,50.89%,7,新易盛(光芯片/光通信) 10.05%; 中际旭创(光芯片/光通信) 10.01%; 长飞光纤光缆(光芯片/光通信) 8.46%; 源杰科技(光芯片/光通信) 7.53%; 天孚通信(光芯片/光通信) 7.01%; 德科立(光芯片/光通信) 4.41%; 光库科技(光芯片/光通信) 3.42%
011452,华泰柏瑞质量成长C,混合型-偏股,0.00%,0.00%,50.89%,0.00%,50.89%,7,新易盛(光芯片/光通信) 10.05%; 中际旭创(光芯片/光通信) 10.01%; 长飞光纤光缆(光芯片/光通信) 8.46%; 源杰科技(光芯片/光通信) 7.53%; 天孚通信(光芯片/光通信) 7.01%; 德科立(光芯片/光通信) 4.41%; 光库科技(光芯片/光通信) 3.42%
588260,科创信息ETF华安,指数型-股票,0.00%,10.15%,2.89%,37.78%,50.82%,8,寒武纪(电芯片/核心半导体) 9.50%; 海光信息(电芯片/核心半导体) 9.33%; 中芯国际(电芯片/核心半导体) 8.99%; 澜起科技(存储) 6.85%; 中微公司(电芯片/核心半导体) 6.41%; 芯原股份(电芯片/核心半导体) 3.55%; 佰维存储(存储) 3.30%; 源杰科技(光芯片/光通信) 2.89%
512480,半导体ETF国联安,指数型-股票,0.00%,16.09%,0.00%,34.32%,50.41%,13,寒武纪(电芯片/核心半导体) 6.64%; 海光信息(电芯片/核心半导体) 6.24%; 北方华创(电芯片/核心半导体) 6.19%; 中芯国际(电芯片/核心半导体) 6.01%; 兆易创新(存储) 5.08%; 澜起科技(存储) 4.58%; 中微公司(电芯片/核心半导体) 4.29%; 豪威集团(电芯片/核心半导体) 2.57%; 芯原股份(电芯片/核心半导体) 2.38%; 佰维存储(存储) 2.21%
014299,宏利先进制造股票A,股票型,0.00%,0.00%,0.00%,50.40%,50.40%,6,中微公司(电芯片/核心半导体) 9.41%; 北方华创(电芯片/核心半导体) 9.37%; 寒武纪(电芯片/核心半导体) 9.16%; 中芯国际(电芯片/核心半导体) 8.33%; 海光信息(电芯片/核心半导体) 7.48%; 华海清科(电芯片/核心半导体) 6.65%
014300,宏利先进制造股票C,股票型,0.00%,0.00%,0.00%,50.40%,50.40%,6,中微公司(电芯片/核心半导体) 9.41%; 北方华创(电芯片/核心半导体) 9.37%; 寒武纪(电芯片/核心半导体) 9.16%; 中芯国际(电芯片/核心半导体) 8.33%; 海光信息(电芯片/核心半导体) 7.48%; 华海清科(电芯片/核心半导体) 6.65%
159546,集成电路ETF国泰,指数型-股票,0.00%,18.23%,0.00%,31.84%,50.07%,9,寒武纪(电芯片/核心半导体) 8.86%; 海光信息(电芯片/核心半导体) 8.35%; 中芯国际(电芯片/核心半导体) 8.02%; 兆易创新(存储) 6.79%; 澜起科技(存储) 6.12%; 豪威集团(电芯片/核心半导体) 3.43%; 芯原股份(电芯片/核心半导体) 3.18%; 佰维存储(存储) 2.95%; 长电科技(存储) 2.37%
562820,集成电路ETF嘉实,指数型-股票,0.00%,18.18%,0.00%,31.76%,49.94%,9,寒武纪(电芯片/核心半导体) 8.83%; 海光信息(电芯片/核心半导体) 8.32%; 中芯国际(电芯片/核心半导体) 8.00%; 兆易创新(存储) 6.76%; 澜起科技(存储) 6.11%; 豪威集团(电芯片/核心半导体) 3.42%; 芯原股份(电芯片/核心半导体) 3.19%; 佰维存储(存储) 2.95%; 长电科技(存储) 2.36%
009993,嘉实前沿创新混合,混合型-偏股,0.00%,20.52%,20.79%,8.40%,49.71%,8,中际旭创(光芯片/光通信) 9.64%; 兆易创新(存储) 8.96%; 普冉股份(存储) 7.07%; 新易盛(光芯片/光通信) 6.04%; 天孚通信(光芯片/光通信) 5.11%; 海光信息(电芯片/核心半导体) 4.50%; 北京君正(存储) 4.49%; 华海清科(电芯片/核心半导体) 3.90%
014219,汇添富中证科创创业50指数增强发起式C,指数型-股票,0.00%,2.83%,27.89%,18.89%,49.61%,9,新易盛(光芯片/光通信) 9.71%; 中际旭创(光芯片/光通信) 9.36%; 海光信息(电芯片/核心半导体) 7.49%; 天孚通信(光芯片/光通信) 5.79%; 寒武纪(电芯片/核心半导体) 5.39%; 中芯国际(电芯片/核心半导体) 3.07%; 源杰科技(光芯片/光通信) 3.03%; 中微公司(电芯片/核心半导体) 2.94%; 澜起科技(存储) 2.83%
014218,汇添富中证科创创业50指数增强发起式A,指数型-股票,0.00%,2.83%,27.89%,18.89%,49.61%,9,新易盛(光芯片/光通信) 9.71%; 中际旭创(光芯片/光通信) 9.36%; 海光信息(电芯片/核心半导体) 7.49%; 天孚通信(光芯片/光通信) 5.79%; 寒武纪(电芯片/核心半导体) 5.39%; 中芯国际(电芯片/核心半导体) 3.07%; 源杰科技(光芯片/光通信) 3.03%; 中微公司(电芯片/核心半导体) 2.94%; 澜起科技(存储) 2.83%
008983,财通科技创新混合A,混合型-偏股,0.00%,0.00%,49.49%,0.00%,49.49%,7,新易盛(光芯片/光通信) 9.62%; 源杰科技(光芯片/光通信) 8.93%; 中际旭创(光芯片/光通信) 8.84%; 仕佳光子(光芯片/光通信) 7.03%; 天孚通信(光芯片/光通信) 6.49%; 太辰光(光芯片/光通信) 5.49%; 长飞光纤光缆(光芯片/光通信) 3.09%
008984,财通科技创新混合C,混合型-偏股,0.00%,0.00%,49.49%,0.00%,49.49%,7,新易盛(光芯片/光通信) 9.62%; 源杰科技(光芯片/光通信) 8.93%; 中际旭创(光芯片/光通信) 8.84%; 仕佳光子(光芯片/光通信) 7.03%; 天孚通信(光芯片/光通信) 6.49%; 太辰光(光芯片/光通信) 5.49%; 长飞光纤光缆(光芯片/光通信) 3.09%
460007,华泰柏瑞行业领先混合,混合型-偏股,0.00%,0.00%,49.42%,0.00%,49.42%,7,中际旭创(光芯片/光通信) 8.88%; 源杰科技(光芯片/光通信) 8.86%; 新易盛(光芯片/光通信) 8.85%; 德科立(光芯片/光通信) 8.58%; 仕佳光子(光芯片/光通信) 6.62%; 剑桥科技(光芯片/光通信) 3.82%; 天孚通信(光芯片/光通信) 3.81%
010415,华泰柏瑞质量精选混合A,混合型-偏股,0.00%,0.00%,49.32%,0.00%,49.32%,6,新易盛(光芯片/光通信) 10.06%; 中际旭创(光芯片/光通信) 10.02%; 长飞光纤光缆(光芯片/光通信) 8.81%; 源杰科技(光芯片/光通信) 7.87%; 天孚通信(光芯片/光通信) 6.63%; 德科立(光芯片/光通信) 5.93%
010416,华泰柏瑞质量精选混合C,混合型-偏股,0.00%,0.00%,49.32%,0.00%,49.32%,6,新易盛(光芯片/光通信) 10.06%; 中际旭创(光芯片/光通信) 10.02%; 长飞光纤光缆(光芯片/光通信) 8.81%; 源杰科技(光芯片/光通信) 7.87%; 天孚通信(光芯片/光通信) 6.63%; 德科立(光芯片/光通信) 5.93%
021225,华宝上证科创板芯片ETF发起式联接C,指数型-股票,0.00%,11.59%,2.22%,35.42%,49.23%,8,海光信息(电芯片/核心半导体) 9.31%; 澜起科技(存储) 8.81%; 中芯国际(电芯片/核心半导体) 8.40%; 中微公司(电芯片/核心半导体) 7.17%; 寒武纪(电芯片/核心半导体) 6.93%; 芯原股份(电芯片/核心半导体) 3.61%; 佰维存储(存储) 2.78%; 源杰科技(光芯片/光通信) 2.22%
021224,华宝上证科创板芯片ETF发起式联接A,指数型-股票,0.00%,11.59%,2.22%,35.42%,49.23%,8,海光信息(电芯片/核心半导体) 9.31%; 澜起科技(存储) 8.81%; 中芯国际(电芯片/核心半导体) 8.40%; 中微公司(电芯片/核心半导体) 7.17%; 寒武纪(电芯片/核心半导体) 6.93%; 芯原股份(电芯片/核心半导体) 3.61%; 佰维存储(存储) 2.78%; 源杰科技(光芯片/光通信) 2.22%
005967,鹏华创新驱动混合A,混合型-偏股,0.00%,18.08%,21.37%,9.59%,49.04%,6,芯原股份(电芯片/核心半导体) 9.59%; 天孚通信(光芯片/光通信) 9.28%; 北京君正(存储) 9.12%; 源杰科技(光芯片/光通信) 9.03%; 兆易创新(存储) 8.96%; 长光华芯(光芯片/光通信) 3.06%
027063,鹏华创新驱动混合C,混合型-偏股,0.00%,18.08%,21.37%,9.59%,49.04%,6,芯原股份(电芯片/核心半导体) 9.59%; 天孚通信(光芯片/光通信) 9.28%; 北京君正(存储) 9.12%; 源杰科技(光芯片/光通信) 9.03%; 兆易创新(存储) 8.96%; 长光华芯(光芯片/光通信) 3.06%
589170,科创芯片设计ETF鹏华,指数型-股票,0.00%,21.06%,0.00%,27.95%,49.01%,8,澜起科技(存储) 9.81%; 海光信息(电芯片/核心半导体) 9.17%; 芯原股份(电芯片/核心半导体) 8.14%; 佰维存储(存储) 7.57%; 寒武纪(电芯片/核心半导体) 6.69%; 东芯股份(存储) 3.68%; 晶晨股份(电芯片/核心半导体) 2.92%; 复旦微电(电芯片/核心半导体) 1.03%
589030,科创芯片设计ETF易方达,指数型-股票,0.00%,21.41%,0.00%,27.56%,48.97%,8,澜起科技(存储) 9.97%; 海光信息(电芯片/核心半导体) 9.33%; 芯原股份(电芯片/核心半导体) 8.28%; 佰维存储(存储) 7.70%; 寒武纪(电芯片/核心半导体) 6.78%; 东芯股份(存储) 3.74%; 晶晨股份(电芯片/核心半导体) 2.97%; 复旦微电(电芯片/核心半导体) 0.20%
008555,华商龙头优势混合,混合型-偏股,0.00%,15.36%,30.38%,3.21%,48.95%,7,兆易创新(存储) 8.81%; 新易盛(光芯片/光通信) 8.65%; 中际旭创(光芯片/光通信) 8.52%; 长飞光纤光缆(光芯片/光通信) 7.72%; 普冉股份(存储) 6.55%; 源杰科技(光芯片/光通信) 5.49%; 芯原股份(电芯片/核心半导体) 3.21%
018612,鹏华高端装备一年持有期混合C,混合型-偏股,0.00%,18.05%,21.30%,9.56%,48.91%,6,芯原股份(电芯片/核心半导体) 9.56%; 天孚通信(光芯片/光通信) 9.34%; 北京君正(存储) 9.08%; 兆易创新(存储) 8.97%; 源杰科技(光芯片/光通信) 8.93%; 长光华芯(光芯片/光通信) 3.03%
