基金代码,基金名称,基金类型,证券代码,证券名称,口径,分类,占净值比例,原始重复行数,原始最大行序号
012507,东方品质消费一年持有期混合C,混合型-偏股,00700,腾讯控股,广义离岸中国AI,中国离岸AI平台/云,5.44%,1,1
012507,东方品质消费一年持有期混合C,混合型-偏股,09988,阿里巴巴-W,广义离岸中国AI,中国离岸AI平台/云,3.50%,1,9
012510,国富优质企业一年持有期混合A,混合型-偏股,09988,阿里巴巴-W,广义离岸中国AI,中国离岸AI平台/云,6.68%,1,1
012510,国富优质企业一年持有期混合A,混合型-偏股,00700,腾讯控股,广义离岸中国AI,中国离岸AI平台/云,6.04%,1,2
012510,国富优质企业一年持有期混合A,混合型-偏股,00981,中芯国际,广义离岸中国AI,中国离岸半导体制造,5.06%,1,7
012511,国富优质企业一年持有期混合C,混合型-偏股,09988,阿里巴巴-W,广义离岸中国AI,中国离岸AI平台/云,6.68%,1,1
012511,国富优质企业一年持有期混合C,混合型-偏股,00700,腾讯控股,广义离岸中国AI,中国离岸AI平台/云,6.04%,1,2
012511,国富优质企业一年持有期混合C,混合型-偏股,00981,中芯国际,广义离岸中国AI,中国离岸半导体制造,5.06%,1,7
012523,国联高质量成长混合A,混合型-偏股,00700,腾讯控股,广义离岸中国AI,中国离岸AI平台/云,5.55%,1,1
012523,国联高质量成长混合A,混合型-偏股,02228,晶泰控股,广义离岸中国AI,中国离岸AI制药,3.09%,1,10
012524,国联高质量成长混合C,混合型-偏股,00700,腾讯控股,广义离岸中国AI,中国离岸AI平台/云,5.55%,1,1
012524,国联高质量成长混合C,混合型-偏股,02228,晶泰控股,广义离岸中国AI,中国离岸AI制药,3.09%,1,10
012568,天弘高端制造混合A,混合型-偏股,00700,腾讯控股,广义离岸中国AI,中国离岸AI平台/云,4.76%,1,5
012569,天弘高端制造混合C,混合型-偏股,00700,腾讯控股,广义离岸中国AI,中国离岸AI平台/云,4.76%,1,5
012570,建信恒生科技指数发起(QDII)A,指数型-海外股票,01810,小米集团-W,广义离岸中国AI,中国离岸AI终端/汽车,7.80%,1,3
012570,建信恒生科技指数发起(QDII)A,指数型-海外股票,00700,腾讯控股,广义离岸中国AI,中国离岸AI平台/云,7.35%,1,4
012570,建信恒生科技指数发起(QDII)A,指数型-海外股票,09988,阿里巴巴-W,广义离岸中国AI,中国离岸AI平台/云,6.85%,1,6
012570,建信恒生科技指数发起(QDII)A,指数型-海外股票,00981,中芯国际,广义离岸中国AI,中国离岸半导体制造,6.02%,1,7
012570,建信恒生科技指数发起(QDII)A,指数型-海外股票,09888,百度集团-SW,广义离岸中国AI,中国离岸AI/自动驾驶/云,3.70%,1,10
012571,建信恒生科技指数发起(QDII)C,指数型-海外股票,01810,小米集团-W,广义离岸中国AI,中国离岸AI终端/汽车,7.80%,1,3
012571,建信恒生科技指数发起(QDII)C,指数型-海外股票,00700,腾讯控股,广义离岸中国AI,中国离岸AI平台/云,7.35%,1,4
012571,建信恒生科技指数发起(QDII)C,指数型-海外股票,09988,阿里巴巴-W,广义离岸中国AI,中国离岸AI平台/云,6.85%,1,6
012571,建信恒生科技指数发起(QDII)C,指数型-海外股票,00981,中芯国际,广义离岸中国AI,中国离岸半导体制造,6.02%,1,7
012571,建信恒生科技指数发起(QDII)C,指数型-海外股票,09888,百度集团-SW,广义离岸中国AI,中国离岸AI/自动驾驶/云,3.70%,1,10
012584,南方中国新兴经济9个月持有期混合(QDII)A,QDII-混合偏股,00700,腾讯控股,广义离岸中国AI,中国离岸AI平台/云,2.84%,1,9
012585,南方中国新兴经济9个月持有期混合(QDII)C,QDII-混合偏股,00700,腾讯控股,广义离岸中国AI,中国离岸AI平台/云,2.84%,1,9
012586,南方港股创新视野一年持有混合A,混合型-灵活,01347,华虹半导体,广义离岸中国AI,中国离岸半导体制造,4.46%,1,8
012587,南方港股创新视野一年持有混合C,混合型-灵活,01347,华虹半导体,广义离岸中国AI,中国离岸半导体制造,4.46%,1,8
012588,南方港股通优势企业混合A,混合型-偏股,00700,腾讯控股,广义离岸中国AI,中国离岸AI平台/云,8.67%,1,1
012588,南方港股通优势企业混合A,混合型-偏股,00981,中芯国际,广义离岸中国AI,中国离岸半导体制造,2.94%,1,9
012589,南方港股通优势企业混合C,混合型-偏股,00700,腾讯控股,广义离岸中国AI,中国离岸AI平台/云,8.67%,1,1
012589,南方港股通优势企业混合C,混合型-偏股,00981,中芯国际,广义离岸中国AI,中国离岸半导体制造,2.94%,1,9
012613,创金合信产业智选混合A,混合型-偏股,00981,中芯国际,广义离岸中国AI,中国离岸半导体制造,6.61%,1,2
012614,创金合信产业智选混合C,混合型-偏股,00981,中芯国际,广义离岸中国AI,中国离岸半导体制造,6.61%,1,2
012640,鹏华稳健鸿利一年持有期混合A,混合型-偏股,00700,腾讯控股,广义离岸中国AI,中国离岸AI平台/云,5.12%,1,5
012641,鹏华稳健鸿利一年持有期混合C,混合型-偏股,00700,腾讯控股,广义离岸中国AI,中国离岸AI平台/云,5.12%,1,5
012647,中欧洞见一年持有混合,混合型-偏股,00700,腾讯控股,广义离岸中国AI,中国离岸AI平台/云,4.90%,1,7
012650,博时半导体主题混合A,混合型-偏股,01347,华虹半导体,广义离岸中国AI,中国离岸半导体制造,8.20%,1,1
012650,博时半导体主题混合A,混合型-偏股,00981,中芯国际,广义离岸中国AI,中国离岸半导体制造,5.73%,1,7
012651,博时半导体主题混合C,混合型-偏股,01347,华虹半导体,广义离岸中国AI,中国离岸半导体制造,8.20%,1,1
012651,博时半导体主题混合C,混合型-偏股,00981,中芯国际,广义离岸中国AI,中国离岸半导体制造,5.73%,1,7
012669,南方新兴产业混合A,混合型-偏股,00700,腾讯控股,广义离岸中国AI,中国离岸AI平台/云,7.13%,1,1
012670,南方新兴产业混合C,混合型-偏股,00700,腾讯控股,广义离岸中国AI,中国离岸AI平台/云,7.13%,1,1
012683,东方红安盈甄选一年持有混合A,混合型-偏债,01810,小米集团-W,广义离岸中国AI,中国离岸AI终端/汽车,0.70%,1,3
012683,东方红安盈甄选一年持有混合A,混合型-偏债,00700,腾讯控股,广义离岸中国AI,中国离岸AI平台/云,0.51%,1,5
012683,东方红安盈甄选一年持有混合A,混合型-偏债,09988,阿里巴巴-W,广义离岸中国AI,中国离岸AI平台/云,0.38%,1,8
012684,东方红安盈甄选一年持有混合C,混合型-偏债,01810,小米集团-W,广义离岸中国AI,中国离岸AI终端/汽车,0.70%,1,3
012684,东方红安盈甄选一年持有混合C,混合型-偏债,00700,腾讯控股,广义离岸中国AI,中国离岸AI平台/云,0.51%,1,5
012684,东方红安盈甄选一年持有混合C,混合型-偏债,09988,阿里巴巴-W,广义离岸中国AI,中国离岸AI平台/云,0.38%,1,8
012704,中银兴利稳健回报灵活配置混合A,混合型-灵活,09988,阿里巴巴-W,广义离岸中国AI,中国离岸AI平台/云,5.69%,1,1
012704,中银兴利稳健回报灵活配置混合A,混合型-灵活,00981,中芯国际,广义离岸中国AI,中国离岸半导体制造,1.22%,1,10
012705,中银兴利稳健回报灵活配置混合C,混合型-灵活,09988,阿里巴巴-W,广义离岸中国AI,中国离岸AI平台/云,5.69%,1,1
012705,中银兴利稳健回报灵活配置混合C,混合型-灵活,00981,中芯国际,广义离岸中国AI,中国离岸半导体制造,1.22%,1,10
012706,中银核心精选混合A,混合型-偏股,00700,腾讯控股,广义离岸中国AI,中国离岸AI平台/云,3.01%,1,3
012706,中银核心精选混合A,混合型-偏股,01347,华虹半导体,广义离岸中国AI,中国离岸半导体制造,2.72%,1,4
012706,中银核心精选混合A,混合型-偏股,00981,中芯国际,广义离岸中国AI,中国离岸半导体制造,2.58%,1,5
012706,中银核心精选混合A,混合型-偏股,09988,阿里巴巴-W,广义离岸中国AI,中国离岸AI平台/云,1.85%,1,9
012707,中银核心精选混合C,混合型-偏股,00700,腾讯控股,广义离岸中国AI,中国离岸AI平台/云,3.01%,1,3
012707,中银核心精选混合C,混合型-偏股,01347,华虹半导体,广义离岸中国AI,中国离岸半导体制造,2.72%,1,4
012707,中银核心精选混合C,混合型-偏股,00981,中芯国际,广义离岸中国AI,中国离岸半导体制造,2.58%,1,5
012707,中银核心精选混合C,混合型-偏股,09988,阿里巴巴-W,广义离岸中国AI,中国离岸AI平台/云,1.85%,1,9
012711,前海开源沪港深蓝筹精选混合C,混合型-灵活,00700,腾讯控股,广义离岸中国AI,中国离岸AI平台/云,9.15%,1,4
012711,前海开源沪港深蓝筹精选混合C,混合型-灵活,01810,小米集团-W,广义离岸中国AI,中国离岸AI终端/汽车,4.81%,1,8
012719,华夏新兴经济一年持有混合A,混合型-偏股,00700,腾讯控股,广义离岸中国AI,中国离岸AI平台/云,7.95%,1,3
012720,华夏新兴经济一年持有混合C,混合型-偏股,00700,腾讯控股,广义离岸中国AI,中国离岸AI平台/云,7.95%,1,3
012746,富国双利增强债券A,债券型-混合二级,09988,阿里巴巴-W,广义离岸中国AI,中国离岸AI平台/云,0.47%,1,2
012746,富国双利增强债券A,债券型-混合二级,00700,腾讯控股,广义离岸中国AI,中国离岸AI平台/云,0.38%,1,5
012746,富国双利增强债券A,债券型-混合二级,00981,中芯国际,广义离岸中国AI,中国离岸半导体制造,0.20%,1,10
012747,富国双利增强债券C,债券型-混合二级,09988,阿里巴巴-W,广义离岸中国AI,中国离岸AI平台/云,0.47%,1,2
012747,富国双利增强债券C,债券型-混合二级,00700,腾讯控股,广义离岸中国AI,中国离岸AI平台/云,0.38%,1,5
012747,富国双利增强债券C,债券型-混合二级,00981,中芯国际,广义离岸中国AI,中国离岸半导体制造,0.20%,1,10
012751,建信纳斯达克100指数(QDII)A美元现汇,指数型-海外股票,NVDA,英伟达,狭义海外AI,核心算力-GPU,8.29%,1,1
012751,建信纳斯达克100指数(QDII)A美元现汇,指数型-海外股票,MSFT,微软,狭义海外AI,AI云/软件,5.38%,1,3
012751,建信纳斯达克100指数(QDII)A美元现汇,指数型-海外股票,AMZN,亚马逊,狭义海外AI,AI云,4.35%,1,4
012751,建信纳斯达克100指数(QDII)A美元现汇,指数型-海外股票,META,Meta Platforms Inc-A,狭义海外AI,AI平台,3.29%,1,6
012751,建信纳斯达克100指数(QDII)A美元现汇,指数型-海外股票,GOOGL,谷歌-A,狭义海外AI,AI云/大模型,3.27%,1,8
012751,建信纳斯达克100指数(QDII)A美元现汇,指数型-海外股票,GOOG,谷歌-C,狭义海外AI,AI云/大模型,3.03%,1,9
012751,建信纳斯达克100指数(QDII)A美元现汇,指数型-海外股票,AVGO,博通,狭义海外AI,AI网络/ASIC,2.86%,1,10
012752,建信纳斯达克100指数(QDII)C人民币,指数型-海外股票,NVDA,英伟达,狭义海外AI,核心算力-GPU,8.29%,1,1
012752,建信纳斯达克100指数(QDII)C人民币,指数型-海外股票,MSFT,微软,狭义海外AI,AI云/软件,5.38%,1,3
012752,建信纳斯达克100指数(QDII)C人民币,指数型-海外股票,AMZN,亚马逊,狭义海外AI,AI云,4.35%,1,4
012752,建信纳斯达克100指数(QDII)C人民币,指数型-海外股票,META,Meta Platforms Inc-A,狭义海外AI,AI平台,3.29%,1,6
012752,建信纳斯达克100指数(QDII)C人民币,指数型-海外股票,GOOGL,谷歌-A,狭义海外AI,AI云/大模型,3.27%,1,8
012752,建信纳斯达克100指数(QDII)C人民币,指数型-海外股票,GOOG,谷歌-C,狭义海外AI,AI云/大模型,3.03%,1,9
012752,建信纳斯达克100指数(QDII)C人民币,指数型-海外股票,AVGO,博通,狭义海外AI,AI网络/ASIC,2.86%,1,10
012753,建信纳斯达克100指数(QDII)C美元现汇,指数型-海外股票,NVDA,英伟达,狭义海外AI,核心算力-GPU,8.29%,1,1
012753,建信纳斯达克100指数(QDII)C美元现汇,指数型-海外股票,MSFT,微软,狭义海外AI,AI云/软件,5.38%,1,3
012753,建信纳斯达克100指数(QDII)C美元现汇,指数型-海外股票,AMZN,亚马逊,狭义海外AI,AI云,4.35%,1,4
012753,建信纳斯达克100指数(QDII)C美元现汇,指数型-海外股票,META,Meta Platforms Inc-A,狭义海外AI,AI平台,3.29%,1,6
012753,建信纳斯达克100指数(QDII)C美元现汇,指数型-海外股票,GOOGL,谷歌-A,狭义海外AI,AI云/大模型,3.27%,1,8
012753,建信纳斯达克100指数(QDII)C美元现汇,指数型-海外股票,GOOG,谷歌-C,狭义海外AI,AI云/大模型,3.03%,1,9
012753,建信纳斯达克100指数(QDII)C美元现汇,指数型-海外股票,AVGO,博通,狭义海外AI,AI网络/ASIC,2.86%,1,10
012770,光大创新生活混合A,混合型-偏股,00700,腾讯控股,广义离岸中国AI,中国离岸AI平台/云,4.69%,1,3
012770,光大创新生活混合A,混合型-偏股,09988,阿里巴巴-W,广义离岸中国AI,中国离岸AI平台/云,3.12%,1,7
012779,博时移动互联主题混合A,混合型-偏股,09988,阿里巴巴-W,广义离岸中国AI,中国离岸AI平台/云,4.89%,1,2
012779,博时移动互联主题混合A,混合型-偏股,01347,华虹半导体,广义离岸中国AI,中国离岸半导体制造,4.03%,1,4
012779,博时移动互联主题混合A,混合型-偏股,00981,中芯国际,广义离岸中国AI,中国离岸半导体制造,3.89%,1,5
012779,博时移动互联主题混合A,混合型-偏股,00700,腾讯控股,广义离岸中国AI,中国离岸AI平台/云,3.77%,1,6
012780,博时移动互联主题混合C,混合型-偏股,09988,阿里巴巴-W,广义离岸中国AI,中国离岸AI平台/云,4.89%,1,2
012780,博时移动互联主题混合C,混合型-偏股,01347,华虹半导体,广义离岸中国AI,中国离岸半导体制造,4.03%,1,4
012780,博时移动互联主题混合C,混合型-偏股,00981,中芯国际,广义离岸中国AI,中国离岸半导体制造,3.89%,1,5
012780,博时移动互联主题混合C,混合型-偏股,00700,腾讯控股,广义离岸中国AI,中国离岸AI平台/云,3.77%,1,6
012789,汇添富双享回报债券A,债券型-混合二级,00700,腾讯控股,广义离岸中国AI,中国离岸AI平台/云,0.80%,1,6
012789,汇添富双享回报债券A,债券型-混合二级,09988,阿里巴巴-W,广义离岸中国AI,中国离岸AI平台/云,0.57%,1,8
012790,汇添富双享回报债券C,债券型-混合二级,00700,腾讯控股,广义离岸中国AI,中国离岸AI平台/云,0.80%,1,6
012790,汇添富双享回报债券C,债券型-混合二级,09988,阿里巴巴-W,广义离岸中国AI,中国离岸AI平台/云,0.57%,1,8
012809,鹏华中证沪港深科技龙头指数(LOF)C,指数型-股票,00700,腾讯控股,广义离岸中国AI,中国离岸AI平台/云,8.40%,1,1
012809,鹏华中证沪港深科技龙头指数(LOF)C,指数型-股票,09988,阿里巴巴-W,广义离岸中国AI,中国离岸AI平台/云,8.19%,1,2
012809,鹏华中证沪港深科技龙头指数(LOF)C,指数型-股票,01810,小米集团-W,广义离岸中国AI,中国离岸AI终端/汽车,5.87%,1,4
012809,鹏华中证沪港深科技龙头指数(LOF)C,指数型-股票,00981,中芯国际,广义离岸中国AI,中国离岸半导体制造,3.23%,1,9
012812,国富鑫颐收益混合A,混合型-偏债,00700,腾讯控股,广义离岸中国AI,中国离岸AI平台/云,2.86%,1,1
012813,国富鑫颐收益混合C,混合型-偏债,00700,腾讯控股,广义离岸中国AI,中国离岸AI平台/云,2.86%,1,1
012820,汇添富价值领先混合,混合型-偏股,00700,腾讯控股,广义离岸中国AI,中国离岸AI平台/云,9.24%,1,1
012826,工银聚宁9个月持有期混合A,混合型-偏债,00700,腾讯控股,广义离岸中国AI,中国离岸AI平台/云,1.98%,1,2
012827,工银聚宁9个月持有期混合C,混合型-偏债,00700,腾讯控股,广义离岸中国AI,中国离岸AI平台/云,1.98%,1,2
012833,交银鸿信一年持有期混合A,混合型-偏债,00700,腾讯控股,广义离岸中国AI,中国离岸AI平台/云,1.58%,1,2
012833,交银鸿信一年持有期混合A,混合型-偏债,09988,阿里巴巴-W,广义离岸中国AI,中国离岸AI平台/云,1.24%,1,3
012834,交银鸿信一年持有期混合C,混合型-偏债,00700,腾讯控股,广义离岸中国AI,中国离岸AI平台/云,1.58%,1,2
012834,交银鸿信一年持有期混合C,混合型-偏债,09988,阿里巴巴-W,广义离岸中国AI,中国离岸AI平台/云,1.24%,1,3
012835,招商景气精选股票A,股票型,00700,腾讯控股,广义离岸中国AI,中国离岸AI平台/云,3.43%,1,6
012836,招商景气精选股票C,股票型,00700,腾讯控股,广义离岸中国AI,中国离岸AI平台/云,3.43%,1,6
012846,恒越蓝筹精选混合,混合型-偏股,00700,腾讯控股,广义离岸中国AI,中国离岸AI平台/云,6.64%,1,1
012846,恒越蓝筹精选混合,混合型-偏股,00981,中芯国际,广义离岸中国AI,中国离岸半导体制造,4.90%,1,4
012846,恒越蓝筹精选混合,混合型-偏股,09988,阿里巴巴-W,广义离岸中国AI,中国离岸AI平台/云,4.64%,1,5
012848,大成悦享生活混合A,混合型-偏股,00700,腾讯控股,广义离岸中国AI,中国离岸AI平台/云,4.96%,1,7
012849,大成悦享生活混合C,混合型-偏股,00700,腾讯控股,广义离岸中国AI,中国离岸AI平台/云,4.96%,1,7
012850,国联低碳经济3个月持有混合A,混合型-偏股,09988,阿里巴巴-W,广义离岸中国AI,中国离岸AI平台/云,4.71%,1,5
