基金代码,基金名称,基金类型,AXTI占比,海外存储占比,海外光芯片/光通信占比,海外电芯片/核心半导体占比,海外合计占比,匹配持仓数,核心持仓摘要
010362,嘉实品质优选股票C,股票型,0.00%,0.00%,8.87%,7.65%,16.52%,3,长飞光纤光缆(光芯片/光通信) 8.87%; 中芯国际(电芯片/核心半导体) 3.84%; 华虹半导体(电芯片/核心半导体) 3.81%
010361,嘉实品质优选股票A,股票型,0.00%,0.00%,8.87%,7.65%,16.52%,3,长飞光纤光缆(光芯片/光通信) 8.87%; 中芯国际(电芯片/核心半导体) 3.84%; 华虹半导体(电芯片/核心半导体) 3.81%
080006,长盛环球行业混合(QDII),QDII-混合偏股,0.00%,0.00%,2.00%,14.16%,16.16%,5,英伟达(电芯片/核心半导体) 4.92%; 台积电(电芯片/核心半导体) 3.89%; 博通(电芯片/核心半导体) 2.97%; 迈威尔科技(电芯片/核心半导体) 2.38%; Coherent Corp(光芯片/光通信) 2.00%
019765,国寿安保优选国企股票发起式A,股票型,0.00%,0.00%,0.00%,15.46%,15.46%,2,华虹半导体(电芯片/核心半导体) 8.68%; 中芯国际(电芯片/核心半导体) 6.78%
019766,国寿安保优选国企股票发起式C,股票型,0.00%,0.00%,0.00%,15.46%,15.46%,2,华虹半导体(电芯片/核心半导体) 8.68%; 中芯国际(电芯片/核心半导体) 6.78%
159577,美国50ETF汇添富,指数型-海外股票,0.00%,0.00%,0.00%,15.44%,15.44%,2,英伟达(电芯片/核心半导体) 11.62%; 博通(电芯片/核心半导体) 3.82%
513850,美国50ETF易方达,指数型-海外股票,0.00%,0.00%,0.00%,15.35%,15.35%,2,英伟达(电芯片/核心半导体) 11.55%; 博通(电芯片/核心半导体) 3.80%
024534,平安港股通科技精选混合A,混合型-偏股,0.00%,0.00%,0.00%,14.93%,14.93%,2,中芯国际(电芯片/核心半导体) 7.68%; 华虹半导体(电芯片/核心半导体) 7.25%
024535,平安港股通科技精选混合C,混合型-偏股,0.00%,0.00%,0.00%,14.93%,14.93%,2,中芯国际(电芯片/核心半导体) 7.68%; 华虹半导体(电芯片/核心半导体) 7.25%
016664,天弘全球高端制造混合(QDII)A,QDII-混合偏股,0.00%,0.00%,4.97%,9.49%,14.46%,5,英伟达(电芯片/核心半导体) 3.65%; 博通(电芯片/核心半导体) 3.07%; 台积电(电芯片/核心半导体) 2.77%; Lumentum Holdings Inc(光芯片/光通信) 2.69%; Coherent Corp(光芯片/光通信) 2.28%
016665,天弘全球高端制造混合(QDII)C,QDII-混合偏股,0.00%,0.00%,4.97%,9.49%,14.46%,5,英伟达(电芯片/核心半导体) 3.65%; 博通(电芯片/核心半导体) 3.07%; 台积电(电芯片/核心半导体) 2.77%; Lumentum Holdings Inc(光芯片/光通信) 2.69%; Coherent Corp(光芯片/光通信) 2.28%
002214,中海沪港深价值优选混合A,混合型-灵活,0.00%,0.00%,3.32%,10.94%,14.26%,3,中芯国际(电芯片/核心半导体) 5.87%; 华虹半导体(电芯片/核心半导体) 5.07%; 长飞光纤光缆(光芯片/光通信) 3.32%
020362,中海沪港深价值优选混合C,混合型-灵活,0.00%,0.00%,3.32%,10.94%,14.26%,3,中芯国际(电芯片/核心半导体) 5.87%; 华虹半导体(电芯片/核心半导体) 5.07%; 长飞光纤光缆(光芯片/光通信) 3.32%
012587,南方港股创新视野一年持有混合C,混合型-灵活,0.00%,0.00%,9.71%,4.46%,14.17%,2,长飞光纤光缆(光芯片/光通信) 9.71%; 华虹半导体(电芯片/核心半导体) 4.46%
012586,南方港股创新视野一年持有混合A,混合型-灵活,0.00%,0.00%,9.71%,4.46%,14.17%,2,长飞光纤光缆(光芯片/光通信) 9.71%; 华虹半导体(电芯片/核心半导体) 4.46%
004292,鹏华沪深港互联网股票,股票型,0.00%,0.00%,0.00%,14.14%,14.14%,2,华虹半导体(电芯片/核心半导体) 8.32%; 中芯国际(电芯片/核心半导体) 5.82%
010671,景顺长城大中华混合(QDII)A美元现汇,QDII-混合偏股,0.00%,0.00%,0.00%,14.10%,14.10%,2,台积电(电芯片/核心半导体) 9.77%; 台达电(电芯片/核心半导体) 4.33%
016988,景顺长城大中华混合(QDII)C人民币,QDII-混合偏股,0.00%,0.00%,0.00%,14.10%,14.10%,2,台积电(电芯片/核心半导体) 9.77%; 台达电(电芯片/核心半导体) 4.33%
262001,景顺长城大中华混合(QDII)A人民币,QDII-混合偏股,0.00%,0.00%,0.00%,14.10%,14.10%,2,台积电(电芯片/核心半导体) 9.77%; 台达电(电芯片/核心半导体) 4.33%
012651,博时半导体主题混合C,混合型-偏股,0.00%,0.00%,0.00%,13.93%,13.93%,2,华虹半导体(电芯片/核心半导体) 8.20%; 中芯国际(电芯片/核心半导体) 5.73%
012650,博时半导体主题混合A,混合型-偏股,0.00%,0.00%,0.00%,13.93%,13.93%,2,华虹半导体(电芯片/核心半导体) 8.20%; 中芯国际(电芯片/核心半导体) 5.73%
014585,银华心兴三年持有混合A,混合型-偏股,0.00%,0.00%,0.00%,13.71%,13.71%,2,中芯国际(电芯片/核心半导体) 7.77%; 华虹半导体(电芯片/核心半导体) 5.94%
014586,银华心兴三年持有混合C,混合型-偏股,0.00%,0.00%,0.00%,13.71%,13.71%,2,中芯国际(电芯片/核心半导体) 7.77%; 华虹半导体(电芯片/核心半导体) 5.94%
520980,港股通科技ETF汇添富,指数型-股票,0.00%,0.00%,0.00%,13.67%,13.67%,2,中芯国际(电芯片/核心半导体) 10.59%; 华虹半导体(电芯片/核心半导体) 3.08%
011021,汇添富互联网核心资产六个月持有混合A,混合型-偏股,0.00%,0.00%,4.35%,9.30%,13.65%,3,中芯国际(电芯片/核心半导体) 5.24%; 长飞光纤光缆(光芯片/光通信) 4.35%; 华虹半导体(电芯片/核心半导体) 4.06%
011022,汇添富互联网核心资产六个月持有混合C,混合型-偏股,0.00%,0.00%,4.35%,9.30%,13.65%,3,中芯国际(电芯片/核心半导体) 5.24%; 长飞光纤光缆(光芯片/光通信) 4.35%; 华虹半导体(电芯片/核心半导体) 4.06%
513160,港股科技ETF银华,指数型-股票,0.00%,0.00%,0.00%,13.51%,13.51%,2,中芯国际(电芯片/核心半导体) 10.47%; 华虹半导体(电芯片/核心半导体) 3.04%
005794,银华心怡灵活配置混合A,混合型-灵活,0.00%,0.00%,0.00%,13.26%,13.26%,2,中芯国际(电芯片/核心半导体) 8.03%; 华虹半导体(电芯片/核心半导体) 5.23%
014043,银华心怡灵活配置混合C,混合型-灵活,0.00%,0.00%,0.00%,13.26%,13.26%,2,中芯国际(电芯片/核心半导体) 8.03%; 华虹半导体(电芯片/核心半导体) 5.23%
007132,长城港股通价值精选混合A,混合型-偏股,0.00%,0.00%,0.00%,13.20%,13.20%,2,中芯国际(电芯片/核心半导体) 8.64%; 华虹半导体(电芯片/核心半导体) 4.56%
017627,长城港股通价值精选混合C,混合型-偏股,0.00%,0.00%,0.00%,13.20%,13.20%,2,中芯国际(电芯片/核心半导体) 8.64%; 华虹半导体(电芯片/核心半导体) 4.56%
501188,汇添富核心精选混合(LOF),混合型-灵活,0.00%,0.00%,0.00%,12.77%,12.77%,2,华虹半导体(电芯片/核心半导体) 6.61%; 中芯国际(电芯片/核心半导体) 6.16%
015205,银华全球新能源车量化优选股票(QDII)C,QDII-普通股票,0.00%,0.00%,0.00%,12.56%,12.56%,3,英伟达(电芯片/核心半导体) 5.65%; 超威半导体(电芯片/核心半导体) 3.96%; 台积电(电芯片/核心半导体) 2.95%
005543,银华心诚灵活配置混合A,混合型-灵活,0.00%,0.00%,0.00%,12.55%,12.55%,2,中芯国际(电芯片/核心半导体) 7.79%; 华虹半导体(电芯片/核心半导体) 4.76%
014042,银华心诚灵活配置混合C,混合型-灵活,0.00%,0.00%,0.00%,12.55%,12.55%,2,中芯国际(电芯片/核心半导体) 7.79%; 华虹半导体(电芯片/核心半导体) 4.76%
050020,博时抗通胀增强回报,QDII-商品,0.00%,0.00%,0.00%,12.12%,12.12%,3,英伟达(电芯片/核心半导体) 7.09%; 台积电(电芯片/核心半导体) 4.40%; 阿斯麦(电芯片/核心半导体) 0.63%
024735,永赢港股通科技智选混合发起A,混合型-偏股,0.00%,0.00%,4.32%,7.59%,11.91%,2,中芯国际(电芯片/核心半导体) 7.59%; 长飞光纤光缆(光芯片/光通信) 4.32%
024736,永赢港股通科技智选混合发起C,混合型-偏股,0.00%,0.00%,4.32%,7.59%,11.91%,2,中芯国际(电芯片/核心半导体) 7.59%; 长飞光纤光缆(光芯片/光通信) 4.32%
023045,太平科技先锋混合发起式C,混合型-偏股,0.00%,0.00%,0.00%,11.91%,11.91%,2,华虹半导体(电芯片/核心半导体) 6.56%; 中芯国际(电芯片/核心半导体) 5.35%
023044,太平科技先锋混合发起式A,混合型-偏股,0.00%,0.00%,0.00%,11.91%,11.91%,2,华虹半导体(电芯片/核心半导体) 6.56%; 中芯国际(电芯片/核心半导体) 5.35%
015030,博时远见回报混合A,混合型-偏股,0.00%,0.00%,0.00%,11.88%,11.88%,2,中芯国际(电芯片/核心半导体) 7.31%; 华虹半导体(电芯片/核心半导体) 4.57%
015031,博时远见回报混合C,混合型-偏股,0.00%,0.00%,0.00%,11.88%,11.88%,2,中芯国际(电芯片/核心半导体) 7.31%; 华虹半导体(电芯片/核心半导体) 4.57%
014818,国金新兴价值混合A,混合型-偏股,0.00%,0.00%,6.30%,5.53%,11.83%,2,长飞光纤光缆(光芯片/光通信) 6.30%; 华虹半导体(电芯片/核心半导体) 5.53%
014819,国金新兴价值混合C,混合型-偏股,0.00%,0.00%,6.30%,5.53%,11.83%,2,长飞光纤光缆(光芯片/光通信) 6.30%; 华虹半导体(电芯片/核心半导体) 5.53%
159659,纳斯达克100ETF招商,指数型-海外股票,0.00%,0.00%,0.00%,11.66%,11.66%,2,英伟达(电芯片/核心半导体) 8.66%; 博通(电芯片/核心半导体) 3.00%
501062,南方瑞合定开混合(LOF),混合型-灵活,0.00%,0.00%,8.38%,3.26%,11.64%,2,长飞光纤光缆(光芯片/光通信) 8.38%; 华虹半导体(电芯片/核心半导体) 3.26%
020090,万家研究领航混合A,混合型-偏股,0.00%,0.00%,8.82%,2.72%,11.54%,2,长飞光纤光缆(光芯片/光通信) 8.82%; 华虹半导体(电芯片/核心半导体) 2.72%
020091,万家研究领航混合C,混合型-偏股,0.00%,0.00%,8.82%,2.72%,11.54%,2,长飞光纤光缆(光芯片/光通信) 8.82%; 华虹半导体(电芯片/核心半导体) 2.72%
000041,华夏全球股票(QDII)(人民币),QDII-普通股票,0.00%,1.77%,1.56%,8.19%,11.52%,5,英伟达(电芯片/核心半导体) 3.34%; 台积电(电芯片/核心半导体) 2.68%; 博通(电芯片/核心半导体) 2.17%; 美光科技(存储) 1.77%; Lumentum Holdings Inc(光芯片/光通信) 1.56%
019549,华夏全球股票美元现汇(QDII),QDII-普通股票,0.00%,1.77%,1.56%,8.19%,11.52%,5,英伟达(电芯片/核心半导体) 3.34%; 台积电(电芯片/核心半导体) 2.68%; 博通(电芯片/核心半导体) 2.17%; 美光科技(存储) 1.77%; Lumentum Holdings Inc(光芯片/光通信) 1.56%
019550,华夏全球股票美元现钞(QDII),QDII-普通股票,0.00%,1.77%,1.56%,8.19%,11.52%,5,英伟达(电芯片/核心半导体) 3.34%; 台积电(电芯片/核心半导体) 2.68%; 博通(电芯片/核心半导体) 2.17%; 美光科技(存储) 1.77%; Lumentum Holdings Inc(光芯片/光通信) 1.56%
017973,易方达港股通优质增长混合A,混合型-偏股,0.00%,0.00%,5.49%,5.97%,11.46%,3,长飞光纤光缆(光芯片/光通信) 5.49%; 华虹半导体(电芯片/核心半导体) 3.24%; 中芯国际(电芯片/核心半导体) 2.73%
017974,易方达港股通优质增长混合C,混合型-偏股,0.00%,0.00%,5.49%,5.97%,11.46%,3,长飞光纤光缆(光芯片/光通信) 5.49%; 华虹半导体(电芯片/核心半导体) 3.24%; 中芯国际(电芯片/核心半导体) 2.73%
513300,纳斯达克ETF华夏,指数型-海外股票,0.00%,0.00%,0.00%,11.40%,11.40%,2,英伟达(电芯片/核心半导体) 8.47%; 博通(电芯片/核心半导体) 2.93%
000927,博时大中华亚太精选美元现汇,QDII-普通股票,0.00%,0.00%,0.00%,11.38%,11.38%,2,台积电(电芯片/核心半导体) 7.43%; 联发科(电芯片/核心半导体) 3.95%
050015,博时大中华亚太精选,QDII-普通股票,0.00%,0.00%,0.00%,11.38%,11.38%,2,台积电(电芯片/核心半导体) 7.43%; 联发科(电芯片/核心半导体) 3.95%
015527,弘毅远方汽车产业升级混合A,混合型-偏股,0.00%,0.00%,0.00%,11.37%,11.37%,2,中芯国际(电芯片/核心半导体) 6.36%; 华虹半导体(电芯片/核心半导体) 5.01%
015528,弘毅远方汽车产业升级混合C,混合型-偏股,0.00%,0.00%,0.00%,11.37%,11.37%,2,中芯国际(电芯片/核心半导体) 6.36%; 华虹半导体(电芯片/核心半导体) 5.01%
005255,浦银安盛港股通量化混合A,混合型-灵活,0.00%,0.00%,0.00%,11.36%,11.36%,2,华虹半导体(电芯片/核心半导体) 6.33%; 中芯国际(电芯片/核心半导体) 5.03%
013224,浦银安盛港股通量化混合C,混合型-灵活,0.00%,0.00%,0.00%,11.36%,11.36%,2,华虹半导体(电芯片/核心半导体) 6.33%; 中芯国际(电芯片/核心半导体) 5.03%
015627,圆信永丰弘阳股票A,股票型,0.00%,0.00%,0.00%,11.32%,11.32%,2,中芯国际(电芯片/核心半导体) 7.76%; 华虹半导体(电芯片/核心半导体) 3.56%
015628,圆信永丰弘阳股票C,股票型,0.00%,0.00%,0.00%,11.32%,11.32%,2,中芯国际(电芯片/核心半导体) 7.76%; 华虹半导体(电芯片/核心半导体) 3.56%
010456,博时产业精选混合C,混合型-灵活,0.00%,0.00%,0.00%,11.30%,11.30%,2,中芯国际(电芯片/核心半导体) 7.38%; 华虹半导体(电芯片/核心半导体) 3.92%
010455,博时产业精选混合A,混合型-灵活,0.00%,0.00%,0.00%,11.30%,11.30%,2,中芯国际(电芯片/核心半导体) 7.38%; 华虹半导体(电芯片/核心半导体) 3.92%
159660,纳指ETF汇添富,指数型-海外股票,0.00%,0.00%,0.00%,11.19%,11.19%,2,英伟达(电芯片/核心半导体) 8.31%; 博通(电芯片/核心半导体) 2.88%
019173,摩根纳斯达克100指数(QDII)人民币C,指数型-海外股票,0.00%,0.00%,0.00%,11.15%,11.15%,2,英伟达(电芯片/核心半导体) 8.28%; 博通(电芯片/核心半导体) 2.87%
019172,摩根纳斯达克100指数(QDII)人民币A,指数型-海外股票,0.00%,0.00%,0.00%,11.15%,11.15%,2,英伟达(电芯片/核心半导体) 8.28%; 博通(电芯片/核心半导体) 2.87%
019174,摩根纳斯达克100指数(QDII)美元现汇A,指数型-海外股票,0.00%,0.00%,0.00%,11.15%,11.15%,2,英伟达(电芯片/核心半导体) 8.28%; 博通(电芯片/核心半导体) 2.87%
019175,摩根纳斯达克100指数(QDII)美元现汇C,指数型-海外股票,0.00%,0.00%,0.00%,11.15%,11.15%,2,英伟达(电芯片/核心半导体) 8.28%; 博通(电芯片/核心半导体) 2.87%
012751,建信纳斯达克100指数(QDII)A美元现汇,指数型-海外股票,0.00%,0.00%,0.00%,11.15%,11.15%,2,英伟达(电芯片/核心半导体) 8.29%; 博通(电芯片/核心半导体) 2.86%
012753,建信纳斯达克100指数(QDII)C美元现汇,指数型-海外股票,0.00%,0.00%,0.00%,11.15%,11.15%,2,英伟达(电芯片/核心半导体) 8.29%; 博通(电芯片/核心半导体) 2.86%
012752,建信纳斯达克100指数(QDII)C人民币,指数型-海外股票,0.00%,0.00%,0.00%,11.15%,11.15%,2,英伟达(电芯片/核心半导体) 8.29%; 博通(电芯片/核心半导体) 2.86%
023422,建信纳斯达克100指数(QDII)D人民币,指数型-海外股票,0.00%,0.00%,0.00%,11.15%,11.15%,2,英伟达(电芯片/核心半导体) 8.29%; 博通(电芯片/核心半导体) 2.86%
539001,建信纳斯达克100指数(QDII)A人民币,指数型-海外股票,0.00%,0.00%,0.00%,11.15%,11.15%,2,英伟达(电芯片/核心半导体) 8.29%; 博通(电芯片/核心半导体) 2.86%
513110,纳指ETF华泰柏瑞,指数型-海外股票,0.00%,0.00%,0.00%,11.11%,11.11%,2,英伟达(电芯片/核心半导体) 8.25%; 博通(电芯片/核心半导体) 2.86%
513390,纳指100ETF博时,指数型-海外股票,0.00%,0.00%,0.00%,11.06%,11.06%,2,英伟达(电芯片/核心半导体) 8.21%; 博通(电芯片/核心半导体) 2.85%
019739,宝盈纳斯达克100指数发起(QDII)C美元现汇,指数型-海外股票,0.00%,0.00%,0.00%,11.05%,11.05%,2,英伟达(电芯片/核心半导体) 8.20%; 博通(电芯片/核心半导体) 2.85%
019736,宝盈纳斯达克100指数发起(QDII)A人民币,指数型-海外股票,0.00%,0.00%,0.00%,11.05%,11.05%,2,英伟达(电芯片/核心半导体) 8.20%; 博通(电芯片/核心半导体) 2.85%
019737,宝盈纳斯达克100指数发起(QDII)C人民币,指数型-海外股票,0.00%,0.00%,0.00%,11.05%,11.05%,2,英伟达(电芯片/核心半导体) 8.20%; 博通(电芯片/核心半导体) 2.85%
019738,宝盈纳斯达克100指数发起(QDII)A美元现汇,指数型-海外股票,0.00%,0.00%,0.00%,11.05%,11.05%,2,英伟达(电芯片/核心半导体) 8.20%; 博通(电芯片/核心半导体) 2.85%
019442,万家纳斯达克100指数发起式(QDII)C,指数型-海外股票,0.00%,0.00%,0.00%,11.03%,11.03%,2,英伟达(电芯片/核心半导体) 8.19%; 博通(电芯片/核心半导体) 2.84%
019441,万家纳斯达克100指数发起式(QDII)A,指数型-海外股票,0.00%,0.00%,0.00%,11.03%,11.03%,2,英伟达(电芯片/核心半导体) 8.19%; 博通(电芯片/核心半导体) 2.84%
014472,景顺长城远见成长混合A,混合型-偏股,0.00%,0.00%,4.85%,6.17%,11.02%,2,中芯国际(电芯片/核心半导体) 6.17%; 长飞光纤光缆(光芯片/光通信) 4.85%
014473,景顺长城远见成长混合C,混合型-偏股,0.00%,0.00%,4.85%,6.17%,11.02%,2,中芯国际(电芯片/核心半导体) 6.17%; 长飞光纤光缆(光芯片/光通信) 4.85%
159501,纳指ETF嘉实,指数型-海外股票,0.00%,0.00%,0.00%,10.99%,10.99%,2,英伟达(电芯片/核心半导体) 8.16%; 博通(电芯片/核心半导体) 2.83%
009402,交银启明混合A,混合型-偏股,0.00%,0.00%,10.92%,0.00%,10.92%,1,长飞光纤光缆(光芯片/光通信) 10.92%
013883,交银启明混合C,混合型-偏股,0.00%,0.00%,10.92%,0.00%,10.92%,1,长飞光纤光缆(光芯片/光通信) 10.92%
008656,招商科技创新混合C,混合型-偏股,0.00%,0.00%,0.00%,10.82%,10.82%,2,中芯国际(电芯片/核心半导体) 5.89%; 华虹半导体(电芯片/核心半导体) 4.93%
008655,招商科技创新混合A,混合型-偏股,0.00%,0.00%,0.00%,10.82%,10.82%,2,中芯国际(电芯片/核心半导体) 5.89%; 华虹半导体(电芯片/核心半导体) 4.93%
159696,纳指ETF易方达,指数型-海外股票,0.00%,0.00%,0.00%,10.82%,10.82%,2,英伟达(电芯片/核心半导体) 8.04%; 博通(电芯片/核心半导体) 2.78%
001764,广发沪港深新机遇股票,股票型,0.00%,0.00%,10.79%,0.00%,10.79%,1,长飞光纤光缆(光芯片/光通信) 10.79%
002121,广发沪港深新起点股票A,股票型,0.00%,0.00%,6.30%,4.49%,10.79%,2,长飞光纤光缆(光芯片/光通信) 6.30%; 华虹半导体(电芯片/核心半导体) 4.49%
010024,广发沪港深新起点股票C,股票型,0.00%,0.00%,6.30%,4.49%,10.79%,2,长飞光纤光缆(光芯片/光通信) 6.30%; 华虹半导体(电芯片/核心半导体) 4.49%
008989,大成科技创新混合C,混合型-偏股,0.00%,0.00%,10.74%,0.00%,10.74%,1,长飞光纤光缆(光芯片/光通信) 10.74%
008988,大成科技创新混合A,混合型-偏股,0.00%,0.00%,10.74%,0.00%,10.74%,1,长飞光纤光缆(光芯片/光通信) 10.74%
159632,纳斯达克ETF华安,指数型-海外股票,0.00%,0.00%,0.00%,10.71%,10.71%,2,英伟达(电芯片/核心半导体) 7.96%; 博通(电芯片/核心半导体) 2.75%
513870,纳指ETF富国,指数型-海外股票,0.00%,0.00%,0.00%,10.69%,10.69%,2,英伟达(电芯片/核心半导体) 7.95%; 博通(电芯片/核心半导体) 2.74%
009017,银华港股通精选股票发起式A,股票型,0.00%,0.00%,0.00%,10.66%,10.66%,2,华虹半导体(电芯片/核心半导体) 5.70%; 中芯国际(电芯片/核心半导体) 4.96%
014052,银华港股通精选股票发起式C,股票型,0.00%,0.00%,0.00%,10.66%,10.66%,2,华虹半导体(电芯片/核心半导体) 5.70%; 中芯国际(电芯片/核心半导体) 4.96%
513100,纳指ETF国泰,指数型-海外股票,0.00%,0.00%,0.00%,10.61%,10.61%,2,英伟达(电芯片/核心半导体) 7.88%; 博通(电芯片/核心半导体) 2.73%
012064,圆信永丰兴诺一年持有期混合,混合型-灵活,0.00%,0.00%,0.00%,10.60%,10.60%,2,中芯国际(电芯片/核心半导体) 8.03%; 华虹半导体(电芯片/核心半导体) 2.57%
159941,纳指ETF广发,指数型-海外股票,0.00%,0.00%,0.00%,10.58%,10.58%,2,英伟达(电芯片/核心半导体) 7.88%; 博通(电芯片/核心半导体) 2.70%
018044,天弘纳斯达克100指数发起(QDII)C,指数型-海外股票,0.00%,0.00%,0.00%,10.43%,10.43%,2,英伟达(电芯片/核心半导体) 7.75%; 博通(电芯片/核心半导体) 2.68%
018043,天弘纳斯达克100指数发起(QDII)A,指数型-海外股票,0.00%,0.00%,0.00%,10.43%,10.43%,2,英伟达(电芯片/核心半导体) 7.75%; 博通(电芯片/核心半导体) 2.68%
022525,天弘纳斯达克100指数发起(QDII)D,指数型-海外股票,0.00%,0.00%,0.00%,10.43%,10.43%,2,英伟达(电芯片/核心半导体) 7.75%; 博通(电芯片/核心半导体) 2.68%
012199,国金核心资产一年持有C,混合型-偏股,0.00%,0.00%,0.00%,10.35%,10.35%,2,华虹半导体(电芯片/核心半导体) 6.31%; 中芯国际(电芯片/核心半导体) 4.04%
012198,国金核心资产一年持有A,混合型-偏股,0.00%,0.00%,0.00%,10.35%,10.35%,2,华虹半导体(电芯片/核心半导体) 6.31%; 中芯国际(电芯片/核心半导体) 4.04%
006477,中邮沪港深精选混合A,混合型-偏股,0.00%,0.00%,0.00%,10.33%,10.33%,2,中芯国际(电芯片/核心半导体) 7.61%; 华虹半导体(电芯片/核心半导体) 2.72%
023176,中邮沪港深精选混合C,混合型-偏股,0.00%,0.00%,0.00%,10.33%,10.33%,2,中芯国际(电芯片/核心半导体) 7.61%; 华虹半导体(电芯片/核心半导体) 2.72%
024433,嘉实成长共赢混合A,混合型-偏股,0.00%,0.00%,6.57%,3.75%,10.32%,2,长飞光纤光缆(光芯片/光通信) 6.57%; 华虹半导体(电芯片/核心半导体) 3.75%
024434,嘉实成长共赢混合C,混合型-偏股,0.00%,0.00%,6.57%,3.75%,10.32%,2,长飞光纤光缆(光芯片/光通信) 6.57%; 华虹半导体(电芯片/核心半导体) 3.75%
016452,南方纳斯达克100指数发起(QDII)A,指数型-海外股票,0.00%,0.00%,0.00%,10.32%,10.32%,2,英伟达(电芯片/核心半导体) 7.67%; 博通(电芯片/核心半导体) 2.65%
016453,南方纳斯达克100指数发起(QDII)C,指数型-海外股票,0.00%,0.00%,0.00%,10.32%,10.32%,2,英伟达(电芯片/核心半导体) 7.67%; 博通(电芯片/核心半导体) 2.65%
021000,南方纳斯达克100指数发起(QDII)I,指数型-海外股票,0.00%,0.00%,0.00%,10.32%,10.32%,2,英伟达(电芯片/核心半导体) 7.67%; 博通(电芯片/核心半导体) 2.65%
024397,东兴产业升级混合发起C,混合型-偏股,0.00%,0.00%,0.00%,10.12%,10.12%,2,华虹半导体(电芯片/核心半导体) 6.12%; 中芯国际(电芯片/核心半导体) 4.00%
024396,东兴产业升级混合发起A,混合型-偏股,0.00%,0.00%,0.00%,10.12%,10.12%,2,华虹半导体(电芯片/核心半导体) 6.12%; 中芯国际(电芯片/核心半导体) 4.00%
009601,招商科技动力3个月滚动持有股票A,股票型,0.00%,0.00%,0.00%,10.09%,10.09%,2,中芯国际(电芯片/核心半导体) 5.55%; 华虹半导体(电芯片/核心半导体) 4.54%
009602,招商科技动力3个月滚动持有股票C,股票型,0.00%,0.00%,0.00%,10.09%,10.09%,2,中芯国际(电芯片/核心半导体) 5.55%; 华虹半导体(电芯片/核心半导体) 4.54%
159655,标普500ETF华夏,指数型-海外股票,0.00%,0.00%,0.00%,10.06%,10.06%,2,英伟达(电芯片/核心半导体) 7.47%; 博通(电芯片/核心半导体) 2.59%
017641,摩根标普500指数(QDII)人民币A,指数型-海外股票,0.00%,0.00%,0.00%,10.02%,10.02%,2,英伟达(电芯片/核心半导体) 7.45%; 博通(电芯片/核心半导体) 2.57%
017642,摩根标普500指数(QDII)美钞,指数型-海外股票,0.00%,0.00%,0.00%,10.02%,10.02%,2,英伟达(电芯片/核心半导体) 7.45%; 博通(电芯片/核心半导体) 2.57%
017643,摩根标普500指数(QDII)美汇,指数型-海外股票,0.00%,0.00%,0.00%,10.02%,10.02%,2,英伟达(电芯片/核心半导体) 7.45%; 博通(电芯片/核心半导体) 2.57%
019305,摩根标普500指数(QDII)人民币C,指数型-海外股票,0.00%,0.00%,0.00%,10.02%,10.02%,2,英伟达(电芯片/核心半导体) 7.45%; 博通(电芯片/核心半导体) 2.57%
513650,标普500ETF南方,指数型-海外股票,0.00%,0.00%,0.00%,9.95%,9.95%,2,英伟达(电芯片/核心半导体) 7.39%; 博通(电芯片/核心半导体) 2.56%
020822,大成领先动力混合C,混合型-偏股,0.00%,0.00%,9.93%,0.00%,9.93%,1,长飞光纤光缆(光芯片/光通信) 9.93%
020821,大成领先动力混合A,混合型-偏股,0.00%,0.00%,9.93%,0.00%,9.93%,1,长飞光纤光缆(光芯片/光通信) 9.93%
513500,标普500ETF博时,指数型-海外股票,0.00%,0.00%,0.00%,9.92%,9.92%,2,英伟达(电芯片/核心半导体) 7.37%; 博通(电芯片/核心半导体) 2.55%
010115,易方达远见成长混合A,混合型-偏股,0.00%,0.00%,9.82%,0.00%,9.82%,1,长飞光纤光缆(光芯片/光通信) 9.82%
011412,易方达远见成长混合C,混合型-偏股,0.00%,0.00%,9.82%,0.00%,9.82%,1,长飞光纤光缆(光芯片/光通信) 9.82%
011891,易方达先锋成长混合A,混合型-偏股,0.00%,0.00%,9.81%,0.00%,9.81%,1,长飞光纤光缆(光芯片/光通信) 9.81%
011892,易方达先锋成长混合C,混合型-偏股,0.00%,0.00%,9.81%,0.00%,9.81%,1,长飞光纤光缆(光芯片/光通信) 9.81%
011341,博时战略新材料主题混合C,混合型-偏股,0.00%,0.00%,0.00%,9.73%,9.73%,2,华虹半导体(电芯片/核心半导体) 5.62%; 中芯国际(电芯片/核心半导体) 4.11%
011340,博时战略新材料主题混合A,混合型-偏股,0.00%,0.00%,0.00%,9.73%,9.73%,2,华虹半导体(电芯片/核心半导体) 5.62%; 中芯国际(电芯片/核心半导体) 4.11%
161837,银华大盘两年定开混合,混合型-偏股,0.00%,0.00%,0.00%,9.71%,9.71%,2,华虹半导体(电芯片/核心半导体) 4.97%; 中芯国际(电芯片/核心半导体) 4.74%
019821,鹏华远见精选混合发起式C,混合型-偏股,0.00%,0.00%,9.59%,0.00%,9.59%,1,长飞光纤光缆(光芯片/光通信) 9.59%
019820,鹏华远见精选混合发起式A,混合型-偏股,0.00%,0.00%,9.59%,0.00%,9.59%,1,长飞光纤光缆(光芯片/光通信) 9.59%
